OBJECTID,STATEFP10,COUNTYFP10,TRACTCE10,BLKGRPCE10,GEOID10,NAMELSAD10,geoname,Median_Housing_Value,houses,lessthan10k,a10kto14999,a15kto19999,a20kto24999,a25kto29999,a30kto34999,a35kto39999,a40kto49999,a50kto59999,a60kto69999,a70kto79999,a80kto89999,a90kto99999,a100kto124999,a125kto149999,a150kto174999,a175kto199999,a200kto249999,a250kto299999,a300kto399999,a400kto499999,a500kto749999,a750kto999999,a1Mto1499999,a1500000to1999999,a2MorMore,Units_with_cash_rent,MedianGrossRent,GlobalID,Shape__Area,Shape__Length,High_Affordability,Moderate_Affordability,Low_Affordability,Affordability_Index,Affordability_Index_Category,Housing_Value_Range,Rent_Level,Total_Units,pct_high_affordbility,pct_moderate_affordbility,pct_low_affordbility,Weighted_Housing_Value,Affordable_per_House,Neighborhood,Log_Housing_Value,Log_MedianRent,Affordability_Score
2874,37,119,3008,1,371190030081,Block Group 1,"Block Group 1, Census Tract 30.08, Mecklenburg County, North Carolina",389200.0,638.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,14,27,73,213,133,163,0,0,0,0,110,1933.0,83cc7f9b-bcfd-484a-8c57-1c461f624d63,22082209.8221436,26006.7610941853,0,342,296,0.0,,300k-500k,High,638,0.0,0.5360501567398119,0.46394984326018807,248309600.0,0.0,Block Group 1,12.871851198663759,7.56734567601324,-0.46394984326018807
2875,37,119,5812,3,371190058123,Block Group 3,"Block Group 3, Census Tract 58.12, Mecklenburg County, North Carolina",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,908,1057.0,1649c884-fdba-416d-8b61-aa51f372a8d7,23213065.4527588,20453.8703047838,0,0,0,,,,Moderate,0,,,,,,Block Group 3,,6.964135612418245,
2876,37,119,5517,1,371190055171,Block Group 1,"Block Group 1, Census Tract 55.17, Mecklenburg County, North Carolina",251600.0,1025.0,0,8,0,0,0,0,0,0,0,0,0,0,0,14,19,114,82,268,234,256,22,0,0,0,0,8,266,1621.0,ee0a9eac-ee30-44dc-8968-c6fa5ca94aec,20450915.0247803,21224.1631263613,41,954,30,0.04,Low,150k-300k,High,1025,0.04,0.9307317073170732,0.02926829268292683,257890000.0,0.04,Block Group 1,12.435599778363322,7.3914152346753585,0.01073170731707317
2877,37,119,5404,2,371190054042,Block Group 2,"Block Group 2, Census Tract 54.04, Mecklenburg County, North Carolina",119600.0,500.0,0,0,0,0,0,0,0,0,0,0,0,46,70,171,101,41,12,38,0,0,0,0,21,0,0,0,264,1287.0,33b7f947-76d7-4d35-a38c-5f8017a1294a,24429227.0968018,19896.2579110492,388,91,21,0.776,High,<150k,Moderate,500,0.776,0.182,0.042,59800000.0,0.776,Block Group 2,11.691916481667727,7.160845906664299,0.734
2878,37,119,2702,3,371190027023,Block Group 3,"Block Group 3, Census Tract 27.02, Mecklenburg County, North Carolina",799500.0,355.0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,11,0,14,18,20,14,58,144,48,14,0,43,1375.0,b35a49e9-1a4f-4d97-8b01-5a9f1bb063c2,7608612.39782715,15507.1243989267,14,63,278,0.03943661971830986,Low,>500k,Moderate,355,0.03943661971830986,0.17746478873239438,0.7830985915492957,283822500.0,0.03943661971830986,Block Group 3,13.591743062037102,7.226936018493289,-0.7436619718309858
2879,37,119,5839,1,371190058391,Block Group 1,"Block Group 1, Census Tract 58.39, Mecklenburg County, North Carolina",347200.0,592.0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,41,104,309,124,9,0,0,0,0,532,1177.0,fe74f004-7f2f-4fe1-b7af-d4f264fde89c,28923884.869751,29924.77667145,5,454,133,0.008445945945945946,Low,300k-500k,Moderate,592,0.008445945945945946,0.7668918918918919,0.22466216216216217,205542400.0,0.008445945945945946,Block Group 1,12.757659141948515,7.071573364211532,-0.21621621621621623
2880,37,119,5711,1,371190057111,Block Group 1,"Block Group 1, Census Tract 57.11, Mecklenburg County, North Carolina",264600.0,152.0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,9,20,15,48,33,0,9,0,0,0,0,15,,870d23c4-9025-4eb1-aab7-da4955f8c1b5,20911741.7950439,19691.9704580411,18,125,9,0.11842105263157894,Low,150k-300k,,152,0.11842105263157894,0.8223684210526315,0.05921052631578947,40219200.0,0.11842105263157894,Block Group 1,12.485978309945345,,0.05921052631578947
2881,37,119,5513,1,371190055131,Block Group 1,"Block Group 1, Census Tract 55.13, Mecklenburg County, North Carolina",234200.0,675.0,0,0,0,0,0,0,0,0,0,0,31,0,0,16,148,30,16,141,162,90,16,25,0,0,0,0,53,2043.0,0d62cea2-1d82-4932-9607-548af684fa5f,13059491.2457275,17253.2501733085,195,439,41,0.28888888888888886,Low,150k-300k,High,675,0.28888888888888886,0.6503703703703704,0.06074074074074074,158085000.0,0.28888888888888886,Block Group 1,12.363934999991463,7.622663951323595,0.22814814814814813
2882,37,119,2300,2,371190023002,Block Group 2,"Block Group 2, Census Tract 23, Mecklenburg County, North Carolina",154000.0,114.0,0,0,0,0,0,5,0,0,11,0,16,6,14,0,0,31,0,0,5,0,7,14,0,5,0,0,806,803.0,d324be13-6df4-4e54-96f4-1077c20cb5c3,17055582.0617676,21239.6102265966,52,36,26,0.45614035087719296,Moderate,150k-300k,Moderate,114,0.45614035087719296,0.3157894736842105,0.22807017543859648,17556000.0,0.45614035087719296,Block Group 2,11.944714374881176,6.6895992691789665,0.22807017543859648
2883,37,119,100,2,371190001002,Block Group 2,"Block Group 2, Census Tract 1, Mecklenburg County, North Carolina",324000.0,228.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,30,150,0,0,0,0,0,0,720,1798.0,1ae0d526-e248-45de-92f9-180f5d974321,1931299.31311035,5561.7070286697,0,228,0,0.0,,300k-500k,High,228,0.0,1.0,0.0,73872000.0,0.0,Block Group 2,12.688501881189456,7.4949862339505335,0.0
2884,37,119,1918,2,371190019182,Block Group 2,"Block Group 2, Census Tract 19.18, Mecklenburg County, North Carolina",141400.0,307.0,0,0,0,0,5,0,0,0,21,30,15,11,0,19,80,91,0,23,12,0,0,0,0,0,0,0,645,1050.0,85850e94-4f27-4112-91b0-02d8a6d865f5,9017015.5479126,11898.1989830221,181,126,0,0.5895765472312704,Moderate,<150k,Moderate,307,0.5895765472312704,0.41042345276872966,0.0,43409800.0,0.5895765472312704,Block Group 2,11.859355104555387,6.957497370876951,0.5895765472312704
2885,37,119,3108,1,371190031081,Block Group 1,"Block Group 1, Census Tract 31.08, Mecklenburg County, North Carolina",101600.0,45.0,0,0,0,0,0,0,0,10,11,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,649,981.0,694e5c02-9241-4806-bb74-77fbc06c9024,4445421.54040527,12835.5276281816,45,0,0,1.0,High,<150k,Moderate,45,1.0,0.0,0.0,4572000.0,1.0,Block Group 1,11.528808656597766,6.889591308354466,1.0
2886,37,119,5717,2,371190057172,Block Group 2,"Block Group 2, Census Tract 57.17, Mecklenburg County, North Carolina",145500.0,350.0,0,0,19,0,0,0,0,0,0,0,0,20,0,46,110,18,24,78,11,24,0,0,0,0,0,0,66,1365.0,3b02afc8-0212-4624-a399-aa51a000bd64,25073246.6751099,23934.9836056007,195,155,0,0.5571428571428572,Moderate,<150k,Moderate,350,0.5571428571428572,0.44285714285714284,0.0,50925000.0,0.5571428571428572,Block Group 2,11.8879382384223,7.2196420401307355,0.5571428571428572
2887,37,119,2400,2,371190024002,Block Group 2,"Block Group 2, Census Tract 24, Mecklenburg County, North Carolina",295200.0,174.0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,10,8,27,0,21,22,11,5,47,0,0,0,328,1081.0,05766355-3056-409e-84cd-36543cc5ff33,4459292.18304443,8904.39727314291,33,78,63,0.1896551724137931,Low,150k-300k,Moderate,174,0.1896551724137931,0.4482758620689655,0.3620689655172414,51364800.0,0.1896551724137931,Block Group 2,12.595411759236592,6.9865664594064265,-0.1724137931034483
2888,37,119,3007,3,371190030073,Block Group 3,"Block Group 3, Census Tract 30.07, Mecklenburg County, North Carolina",667200.0,670.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,55,329,78,122,12,14,114,,5e2eb993-9870-4b17-b97d-93e3e9103bfc,23332830.3179932,30081.6120503615,0,60,610,0.0,,>500k,,670,0.0,0.08955223880597014,0.9104477611940298,447024000.0,0.0,Block Group 3,13.41084662882651,,-0.9104477611940298
2889,37,119,5706,4,371190057064,Block Group 4,"Block Group 4, Census Tract 57.06, Mecklenburg County, North Carolina",240200.0,660.0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,46,19,79,117,70,171,0,0,44,0,0,22,99,1348.0,6153fb17-61e5-4c78-a193-3da774c47627,65661502.1050415,35512.1741308818,138,456,66,0.20909090909090908,Low,150k-300k,Moderate,660,0.20909090909090908,0.6909090909090909,0.1,158532000.0,0.20909090909090908,Block Group 4,12.38923135181669,7.207118856207756,0.10909090909090907
2890,37,119,6104,2,371190061042,Block Group 2,"Block Group 2, Census Tract 61.04, Mecklenburg County, North Carolina",194000.0,334.0,0,0,0,0,0,0,0,0,0,0,15,0,12,14,40,20,87,50,69,17,10,0,0,0,0,0,257,1076.0,68518c4e-715f-4d15-b864-706d84bbccb7,71403880.5585938,39097.9273408024,81,243,10,0.24251497005988024,Low,150k-300k,Moderate,334,0.24251497005988024,0.7275449101796407,0.029940119760479042,64796000.0,0.24251497005988024,Block Group 2,12.175618592671356,6.981934677156389,0.2125748502994012
2891,37,119,3902,3,371190039023,Block Group 3,"Block Group 3, Census Tract 39.02, Mecklenburg County, North Carolina",157500.0,16.0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,298,771.0,e0cbc5d4-b992-42a7-baf1-dd7aa92c831d,16277087.3982544,21286.8182961361,16,0,0,1.0,High,150k-300k,Low,16,1.0,0.0,0.0,2520000.0,1.0,Block Group 3,11.967187086434018,6.648984550024776,1.0
2892,37,119,5524,4,371190055244,Block Group 4,"Block Group 4, Census Tract 55.24, Mecklenburg County, North Carolina",131600.0,509.0,0,0,18,0,0,0,0,14,0,0,0,10,14,179,74,53,35,77,20,0,0,0,0,15,0,0,128,1278.0,974f2ccc-d71b-4be5-b80e-c535ada655ab,20580941.9711304,27237.7029885938,309,185,15,0.6070726915520629,Moderate,<150k,Moderate,509,0.6070726915520629,0.36345776031434185,0.029469548133595286,66984400.0,0.6070726915520629,Block Group 4,11.787529896628678,7.153833801578843,0.5776031434184676
2893,37,119,5844,2,371190058442,Block Group 2,"Block Group 2, Census Tract 58.44, Mecklenburg County, North Carolina",448200.0,1379.0,0,0,0,0,0,0,0,0,14,0,0,0,0,24,0,0,0,61,106,270,445,434,13,0,0,12,343,1738.0,79789a1e-4e76-46c7-a3b7-548669b7c3bd,31380368.0952759,30157.8056603946,38,437,904,0.02755620014503263,Low,300k-500k,High,1379,0.02755620014503263,0.31689630166787525,0.6555474981870921,618067800.0,0.02755620014503263,Block Group 2,13.012997071493285,7.461065514354283,-0.6279912980420594
2894,37,119,3109,2,371190031092,Block Group 2,"Block Group 2, Census Tract 31.09, Mecklenburg County, North Carolina",34200.0,61.0,0,7,0,16,0,9,0,9,9,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,516,994.0,b39494d6-7937-4672-ad23-8b0dfd5682e2,2723502.76171875,7958.97505148932,61,0,0,1.0,High,<150k,Moderate,61,1.0,0.0,0.0,2086200.0,1.0,Block Group 2,10.440010162389305,6.902742737158593,1.0
2895,37,119,5514,2,371190055142,Block Group 2,"Block Group 2, Census Tract 55.14, Mecklenburg County, North Carolina",300000.0,386.0,17,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,92,32,34,89,49,55,0,0,0,0,570,1165.0,2ab39383-54ff-4a62-b317-2a71076b0b9a,17265535.4144897,28853.4691935558,35,247,104,0.09067357512953368,Low,150k-300k,Moderate,386,0.09067357512953368,0.6398963730569949,0.2694300518134715,115800000.0,0.09067357512953368,Block Group 2,12.611541086966115,7.061334366910438,-0.17875647668393785
2896,37,119,4800,3,371190048003,Block Group 3,"Block Group 3, Census Tract 48, Mecklenburg County, North Carolina",92300.0,194.0,0,0,0,0,0,7,0,0,29,11,6,37,30,7,0,7,0,0,32,21,7,0,0,0,0,0,282,696.0,044710dd-b339-4820-847f-506364ba4312,16954671.2280884,20407.5428301744,127,60,7,0.654639175257732,Moderate,<150k,Low,194,0.654639175257732,0.30927835051546393,0.03608247422680412,17906200.0,0.654639175257732,Block Group 3,11.43281025466844,6.546785410760524,0.6185567010309279
2897,37,119,5401,2,371190054012,Block Group 2,"Block Group 2, Census Tract 54.01, Mecklenburg County, North Carolina",98300.0,622.0,0,26,0,0,0,0,16,0,36,15,43,58,141,116,0,92,24,14,13,0,0,28,0,0,0,0,450,931.0,495d4557-0075-4d04-8a7f-92d3b9e7c05b,53457346.7652588,37422.0303526992,451,143,28,0.72508038585209,High,<150k,Moderate,622,0.72508038585209,0.22990353697749197,0.04501607717041801,61142600.0,0.72508038585209,Block Group 2,11.495789479023493,6.837332814685591,0.680064308681672
2898,37,119,5401,1,371190054011,Block Group 1,"Block Group 1, Census Tract 54.01, Mecklenburg County, North Carolina",123400.0,631.0,12,13,0,19,0,0,0,0,15,10,0,27,107,120,257,51,0,0,0,0,0,0,0,0,0,0,529,1155.0,5656c6d7-49b6-4a5b-ae52-141db740f297,44936481.3699951,33132.1758292003,580,51,0,0.919175911251981,High,<150k,Moderate,631,0.919175911251981,0.08082408874801902,0.0,77865400.0,0.919175911251981,Block Group 1,11.723194494148304,7.052721049232323,0.919175911251981
2899,37,119,500,3,371190005003,Block Group 3,"Block Group 3, Census Tract 5, Mecklenburg County, North Carolina",298200.0,395.0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,60,98,160,0,34,0,0,0,0,347,1662.0,af5e3158-c57b-4dda-9326-a9a7abfc8798,9806734.04003906,12869.5786271531,26,335,34,0.06582278481012659,Low,150k-300k,High,395,0.06582278481012659,0.8481012658227848,0.08607594936708861,117789000.0,0.06582278481012659,Block Group 3,12.60552303476121,7.416378479192928,-0.020253164556962022
2900,37,119,5812,1,371190058121,Block Group 1,"Block Group 1, Census Tract 58.12, Mecklenburg County, North Carolina",305100.0,768.0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,46,0,42,95,174,198,149,47,0,0,0,0,250,1090.0,8ee6b5a6-369a-4157-b92f-e5e6e162ba7c,25083813.3829346,22166.2679555035,63,509,196,0.08203125,Low,300k-500k,Moderate,768,0.08203125,0.6627604166666666,0.2552083333333333,234316800.0,0.08203125,Block Group 1,12.628398148313286,6.994849985833071,-0.17317708333333331
2901,37,119,1918,1,371190019181,Block Group 1,"Block Group 1, Census Tract 19.18, Mecklenburg County, North Carolina",135300.0,156.0,0,0,0,0,0,0,0,9,11,0,0,0,17,13,68,11,0,9,18,0,0,0,0,0,0,0,67,922.0,6bd8f01b-774c-4274-997a-b7dd337a70d3,6493990.65911865,11691.5582155558,118,38,0,0.7564102564102564,High,<150k,Moderate,156,0.7564102564102564,0.24358974358974358,0.0,21106800.0,0.7564102564102564,Block Group 1,11.815257205114566,6.827629234502852,0.7564102564102564
2902,37,119,4302,2,371190043022,Block Group 2,"Block Group 2, Census Tract 43.02, Mecklenburg County, North Carolina",88400.0,308.0,0,0,0,0,0,0,0,12,19,68,34,25,31,13,69,28,0,9,0,0,0,0,0,0,0,0,655,893.0,e31915fa-4f8d-4fb1-8f73-3f91a842c227,17850241.1490479,24481.4186401797,271,37,0,0.8798701298701299,High,<150k,Moderate,308,0.8798701298701299,0.12012987012987013,0.0,27227200.0,0.8798701298701299,Block Group 2,11.389638560778947,6.795705775173514,0.8798701298701299
2903,37,119,5826,1,371190058261,Block Group 1,"Block Group 1, Census Tract 58.26, Mecklenburg County, North Carolina",162200.0,202.0,0,0,0,0,0,0,0,0,0,0,7,0,0,29,41,49,43,20,13,0,0,0,0,0,0,0,21,1239.0,9639cf63-ac84-4af5-820b-1d7321a3afd9,20144837.769104,18271.2640153265,77,125,0,0.3811881188118812,Moderate,150k-300k,Moderate,202,0.3811881188118812,0.6188118811881188,0.0,32764400.0,0.3811881188118812,Block Group 1,11.996591585872558,7.122866658599083,0.3811881188118812
2904,37,119,5509,2,371190055092,Block Group 2,"Block Group 2, Census Tract 55.09, Mecklenburg County, North Carolina",149400.0,456.0,0,0,0,0,0,0,0,0,0,0,15,0,15,82,119,65,127,18,0,15,0,0,0,0,0,0,127,1559.0,9a8b3c83-61f5-4194-b9cc-a219d0c9214f,14175783.2723999,16825.0260241381,231,225,0,0.506578947368421,Moderate,<150k,High,456,0.506578947368421,0.4934210526315789,0.0,68126400.0,0.506578947368421,Block Group 2,11.914389245098882,7.352441100243583,0.506578947368421
2905,37,119,5716,2,371190057162,Block Group 2,"Block Group 2, Census Tract 57.16, Mecklenburg County, North Carolina",158100.0,797.0,11,10,0,14,0,0,0,0,0,0,0,0,21,66,215,189,155,87,29,0,0,0,0,0,0,0,254,1153.0,6d9259d7-b3a7-447b-b70c-d426f37e8bc6,13994946.6367188,17257.2612753245,337,460,0,0.4228356336260979,Moderate,150k-300k,Moderate,797,0.4228356336260979,0.5771643663739021,0.0,126005700.0,0.4228356336260979,Block Group 2,11.97098934828825,7.050989447068045,0.4228356336260979
2906,37,119,4302,1,371190043021,Block Group 1,"Block Group 1, Census Tract 43.02, Mecklenburg County, North Carolina",85400.0,125.0,0,0,0,0,0,0,0,25,0,0,30,14,21,35,0,0,0,0,0,0,0,0,0,0,0,0,267,838.0,04ac4368-b5f2-457b-8d65-81aa7e0a5779,6709968.59954834,11823.5914722417,125,0,0,1.0,High,<150k,Moderate,125,1.0,0.0,0.0,10675000.0,1.0,Block Group 1,11.355113089309977,6.732210706467206,1.0
2907,37,119,980200,1,371199802001,Block Group 1,"Block Group 1, Census Tract 9802, Mecklenburg County, North Carolina",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,f467df42-a64c-47f1-aaec-ec936779c473,121839869.358582,57450.7270232981,0,0,0,,,,,0,,,,,,Block Group 1,,,
2908,37,119,5823,3,371190058233,Block Group 3,"Block Group 3, Census Tract 58.23, Mecklenburg County, North Carolina",270500.0,657.0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,39,97,30,70,179,186,27,0,0,0,0,10,241,1660.0,ee8b6276-f841-4b65-9d62-e8f329bc00b4,17691299.5135498,18656.3532873465,58,562,37,0.0882800608828006,Low,150k-300k,High,657,0.0882800608828006,0.8554033485540334,0.0563165905631659,177718500.0,0.0882800608828006,Block Group 3,12.508031074119511,7.415175109613295,0.0319634703196347
2909,37,119,5712,1,371190057121,Block Group 1,"Block Group 1, Census Tract 57.12, Mecklenburg County, North Carolina",212200.0,749.0,0,0,13,0,0,0,0,0,0,0,0,0,10,27,22,114,123,269,139,21,0,0,11,0,0,0,163,1282.0,06c29f47-166a-47a5-845a-220b0c0df156,39625054.9264526,30062.0197364019,72,666,11,0.09612817089452604,Low,150k-300k,Moderate,749,0.09612817089452604,0.8891855807743658,0.014686248331108143,158937800.0,0.09612817089452604,Block Group 1,12.26528921768626,7.1569563646156364,0.0814419225634179
2910,37,119,5843,1,371190058431,Block Group 1,"Block Group 1, Census Tract 58.43, Mecklenburg County, North Carolina",314400.0,416.0,0,14,0,0,0,0,0,0,0,0,0,0,0,11,13,40,25,48,41,111,27,7,79,0,0,0,51,1639.0,fe2df1de-6c38-49ef-919b-22d77c22e9f0,20709291.230896,20852.3275935812,38,265,113,0.09134615384615384,Low,300k-500k,High,416,0.09134615384615384,0.6370192307692307,0.27163461538461536,130790400.0,0.09134615384615384,Block Group 1,12.658424520193709,7.402451520818244,-0.1802884615384615
2911,37,119,5401,3,371190054013,Block Group 3,"Block Group 3, Census Tract 54.01, Mecklenburg County, North Carolina",111300.0,294.0,0,0,0,0,0,0,0,0,0,0,48,49,0,111,62,9,0,15,0,0,0,0,0,0,0,0,250,721.0,ea18787f-7f00-4aff-99c1-de95f26868e9,28103291.5485229,31196.790428116,270,24,0,0.9183673469387755,High,<150k,Low,294,0.9183673469387755,0.08163265306122448,0.0,32722200.0,0.9183673469387755,Block Group 3,11.61999352194924,6.582025138892826,0.9183673469387755
2912,37,119,4800,2,371190048002,Block Group 2,"Block Group 2, Census Tract 48, Mecklenburg County, North Carolina",84700.0,219.0,0,0,0,0,0,0,0,0,39,23,9,82,0,17,27,13,0,0,9,0,0,0,0,0,0,0,207,923.0,82e0c64f-2df2-4548-b6bb-15d5c4cf9873,7022314.38745117,11212.1937452245,197,22,0,0.8995433789954338,High,<150k,Moderate,219,0.8995433789954338,0.1004566210045662,0.0,18549300.0,0.8995433789954338,Block Group 2,11.346882686945893,6.828712071641684,0.8995433789954338
2913,37,119,1507,1,371190015071,Block Group 1,"Block Group 1, Census Tract 15.07, Mecklenburg County, North Carolina",,34.0,0,0,0,0,0,0,0,0,0,0,23,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,541,895.0,c2b7f096-66fc-449f-b8ed-6708f36e5930,5583469.03790283,9515.27790521498,34,0,0,1.0,High,,Moderate,34,1.0,0.0,0.0,,1.0,Block Group 1,,6.79794041297493,1.0
2914,37,119,2200,4,371190022004,Block Group 4,"Block Group 4, Census Tract 22, Mecklenburg County, North Carolina",904200.0,337.0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,38,28,37,31,30,85,72,0,296,1538.0,7c8da356-a075-4eef-b903-f1769fe60881,15531243.4404907,21126.8735868916,16,66,255,0.04747774480712166,Low,>500k,High,337,0.04747774480712166,0.19584569732937684,0.7566765578635015,304715400.0,0.04747774480712166,Block Group 4,13.71480695979204,7.338888133838879,-0.7091988130563799
2915,37,119,1914,1,371190019141,Block Group 1,"Block Group 1, Census Tract 19.14, Mecklenburg County, North Carolina",160700.0,108.0,0,7,0,0,0,0,0,0,0,0,0,10,0,23,5,21,19,7,16,0,0,0,0,0,0,0,533,914.0,e91ec4ac-d1d4-4ed4-baf8-a6baff4e226d,21957347.4474487,25961.6463950815,45,63,0,0.4166666666666667,Moderate,150k-300k,Moderate,108,0.4166666666666667,0.5833333333333334,0.0,17355600.0,0.4166666666666667,Block Group 1,11.9873007744816,6.818924065275521,0.4166666666666667
2916,37,119,4200,3,371190042003,Block Group 3,"Block Group 3, Census Tract 42, Mecklenburg County, North Carolina",97400.0,65.0,0,0,0,0,0,0,0,0,0,0,7,19,7,16,0,0,0,0,0,0,0,16,0,0,0,0,128,973.0,646c4be6-498f-4b35-bcb1-60a53fa53c84,6207921.07720947,10161.2003545536,49,0,16,0.7538461538461538,High,<150k,Moderate,65,0.7538461538461538,0.0,0.24615384615384617,6331000.0,0.7538461538461538,Block Group 3,11.486591756518374,6.881411303642535,0.5076923076923077
2917,37,119,3106,1,371190031061,Block Group 1,"Block Group 1, Census Tract 31.06, Mecklenburg County, North Carolina",209400.0,508.0,0,9,0,0,0,0,0,0,0,0,0,0,0,18,41,62,94,160,53,71,0,0,0,0,0,0,366,1058.0,273d3331-da70-499b-bc59-970071ed33c3,14413365.2165527,18900.7615952691,68,440,0,0.13385826771653545,Low,150k-300k,Moderate,508,0.13385826771653545,0.8661417322834646,0.0,106375200.0,0.13385826771653545,Block Group 1,12.252006352956359,6.9650803456014065,0.13385826771653545
2918,37,119,1916,2,371190019162,Block Group 2,"Block Group 2, Census Tract 19.16, Mecklenburg County, North Carolina",118000.0,560.0,0,0,0,0,0,0,0,21,0,22,73,9,81,103,34,99,36,72,10,0,0,0,0,0,0,0,379,901.0,7e0ce831-d5c7-471f-8064-32994706c315,20297182.2176514,20105.6121116784,343,217,0,0.6125,Moderate,<150k,Moderate,560,0.6125,0.3875,0.0,66080000.0,0.6125,Block Group 2,11.678448377988165,6.804614520062624,0.6125
2919,37,119,1910,2,371190019102,Block Group 2,"Block Group 2, Census Tract 19.10, Mecklenburg County, North Carolina",142900.0,412.0,0,0,0,0,0,0,0,0,0,0,0,19,28,79,112,103,28,33,0,10,0,0,0,0,0,0,93,1223.0,6f58c71d-a496-4f2e-8aec-f918fe7d949e,8595490.64416504,14474.155806894,238,174,0,0.5776699029126213,Moderate,<150k,Moderate,412,0.5776699029126213,0.4223300970873786,0.0,58874800.0,0.5776699029126213,Block Group 2,11.869907361794104,7.1098794630722715,0.5776699029126213
2920,37,119,1922,2,371190019222,Block Group 2,"Block Group 2, Census Tract 19.22, Mecklenburg County, North Carolina",124600.0,666.0,0,0,0,0,0,0,0,9,0,0,42,28,86,171,116,149,11,54,0,0,0,0,0,0,0,0,264,962.0,ca9943e2-9e09-4e46-bdac-65ed0dacbfff,25476033.0829468,30831.3201680977,452,214,0,0.6786786786786787,High,<150k,Moderate,666,0.6786786786786787,0.3213213213213213,0.0,82983600.0,0.6786786786786787,Block Group 2,11.732871910985468,6.870053411798126,0.6786786786786787
2921,37,119,1910,3,371190019103,Block Group 3,"Block Group 3, Census Tract 19.10, Mecklenburg County, North Carolina",134500.0,258.0,10,0,0,0,0,0,0,0,0,0,8,16,25,42,74,43,14,26,0,0,0,0,0,0,0,0,238,942.0,550a6b9f-2752-4a0b-a603-96950ebed11e,9515554.42614746,17437.0982595432,175,83,0,0.6782945736434108,High,<150k,Moderate,258,0.6782945736434108,0.32170542635658916,0.0,34701000.0,0.6782945736434108,Block Group 3,11.80932691294063,6.849066282633458,0.6782945736434108
2922,37,119,4100,4,371190041004,Block Group 4,"Block Group 4, Census Tract 41, Mecklenburg County, North Carolina",199300.0,77.0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,14,17,25,0,9,0,4,0,0,0,0,244,958.0,ffdad957-6918-4ab7-93de-65ee960b1487,7531339.31445313,12671.9752826072,8,65,4,0.1038961038961039,Low,150k-300k,Moderate,77,0.1038961038961039,0.8441558441558441,0.05194805194805195,15346100.0,0.1038961038961039,Block Group 4,12.202571523749763,6.8658910748834385,0.05194805194805195
2923,37,119,5913,3,371190059133,Block Group 3,"Block Group 3, Census Tract 59.13, Mecklenburg County, North Carolina",187100.0,125.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,29,32,32,0,0,0,14,0,0,0,0,510,1143.0,b2f0f2da-8ed7-45e8-b100-7dced90ab131,19325085.4848633,20114.8155540101,18,93,14,0.144,Low,150k-300k,Moderate,125,0.144,0.744,0.112,23387500.0,0.144,Block Group 3,12.139403856983334,7.042286171939743,0.03199999999999999
2924,37,119,4304,1,371190043041,Block Group 1,"Block Group 1, Census Tract 43.04, Mecklenburg County, North Carolina",97000.0,467.0,0,0,0,0,0,0,0,0,62,15,0,103,76,77,78,53,3,0,0,0,0,0,0,0,0,0,579,970.0,eec93887-9135-49e5-9fa5-67be80f01793,31817374.2947998,23617.7668785028,411,56,0,0.880085653104925,High,<150k,Moderate,467,0.880085653104925,0.11991434689507495,0.0,45299000.0,0.880085653104925,Block Group 1,11.48247656671073,6.878326468291325,0.880085653104925
2925,37,119,6204,4,371190062044,Block Group 4,"Block Group 4, Census Tract 62.04, Mecklenburg County, North Carolina",268900.0,547.0,14,0,0,0,0,0,0,0,0,0,16,0,0,0,61,0,72,95,41,133,45,52,0,18,0,0,123,1197.0,6cc64f73-6661-4c46-be2c-ae3ba6b46416,16947969.828125,18347.7641950394,91,341,115,0.1663619744058501,Low,150k-300k,Moderate,547,0.1663619744058501,0.623400365630713,0.21023765996343693,147088300.0,0.1663619744058501,Block Group 4,12.502098561104633,7.088408778675395,-0.043875685557586835
