OBJECTID,STATEFP10,COUNTYFP10,TRACTCE10,BLKGRPCE10,GEOID10,NAMELSAD10,geoname,Median_Housing_Value,houses,lessthan10k,a10kto14999,a15kto19999,a20kto24999,a25kto29999,a30kto34999,a35kto39999,a40kto49999,a50kto59999,a60kto69999,a70kto79999,a80kto89999,a90kto99999,a100kto124999,a125kto149999,a150kto174999,a175kto199999,a200kto249999,a250kto299999,a300kto399999,a400kto499999,a500kto749999,a750kto999999,a1Mto1499999,a1500000to1999999,a2MorMore,Units_with_cash_rent,MedianGrossRent,GlobalID,Shape__Area,Shape__Length
2796,37,119,002904,5,371190029045,Block Group 5,"Block Group 5, Census Tract 29.04, Mecklenburg County, North Carolina",389100,305,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,11,12,124,87,29,23,0,0,0,319,1239,05bca437-fd97-4757-ac55-a8cbca47d59f,14257479.0065918,18680.7038460684
2797,37,119,005811,1,371190058111,Block Group 1,"Block Group 1, Census Tract 58.11, Mecklenburg County, North Carolina",198600,885,0,0,0,0,0,0,0,16,0,13,0,31,9,66,73,63,182,154,197,81,0,0,0,0,0,0,281,1294,305c2a60-e7d1-4606-9ee2-0f3d6389c205,25889989.2583618,22394.4212350873
2798,37,119,003015,1,371190030151,Block Group 1,"Block Group 1, Census Tract 30.15, Mecklenburg County, North Carolina",313000,668,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,10,19,127,128,299,45,29,0,0,0,0,97,2117,1a742d79-3e5a-47d5-9349-d9e6a8a18581,13771453.9130859,16338.2705394886
2799,37,119,002905,2,371190029052,Block Group 2,"Block Group 2, Census Tract 29.05, Mecklenburg County, North Carolina",987700,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,17,0,51,0,18,71,114,36,9,272,1600,2c0ca45b-dfee-4acc-bb19-64f3debd68cc,16575566.6652832,21385.8448049414
2800,37,119,003808,2,371190038082,Block Group 2,"Block Group 2, Census Tract 38.08, Mecklenburg County, North Carolina",139400,260,0,0,0,0,0,0,0,0,0,0,14,6,33,51,45,75,36,0,0,0,0,0,0,0,0,0,953,994,d88831ee-8c48-4bf8-915b-5f7306f74bd8,16044865.4284058,18318.6666597007
2801,37,119,005512,1,371190055121,Block Group 1,"Block Group 1, Census Tract 55.12, Mecklenburg County, North Carolina",134400,219,0,0,12,0,0,0,0,0,0,0,25,5,17,31,52,36,20,21,0,0,0,0,0,0,0,0,95,971,07c6f34c-09cf-4152-8b08-c026b5379e27,13349155.8727417,17525.6364017025
2802,37,119,002300,1,371190023001,Block Group 1,"Block Group 1, Census Tract 23, Mecklenburg County, North Carolina",67500,81,0,8,0,0,0,0,5,13,10,6,0,12,0,8,0,0,0,0,0,7,0,0,12,0,0,0,122,831,511a1dd3-b4b1-48f8-b2f9-11d6a5744e4d,3682431.02282715,8363.62341281103
2803,37,119,003300,1,371190033001,Block Group 1,"Block Group 1, Census Tract 33, Mecklenburg County, North Carolina",405800,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,11,32,19,34,63,95,91,0,0,0,0,409,1287,852b370a-9d8a-40ba-8a2f-475e3bc4709f,9958977.52404785,12824.9091466429
2804,37,119,005618,2,371190056182,Block Group 2,"Block Group 2, Census Tract 56.18, Mecklenburg County, North Carolina",162200,307,0,0,0,0,0,0,0,0,0,0,0,0,0,49,41,130,34,22,23,8,0,0,0,0,0,0,158,1712,28dc5326-23d8-4a97-ac32-5812170b6694,12181230.3738403,14680.4688326661
2805,37,119,003203,1,371190032031,Block Group 1,"Block Group 1, Census Tract 32.03, Mecklenburg County, North Carolina",339300,192,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,16,0,14,47,28,11,68,0,0,0,0,801,975,e8d7d54a-cc2e-4bd2-942c-5670cf65f61c,7093258.76226807,10755.5930621435
2806,37,119,005512,2,371190055122,Block Group 2,"Block Group 2, Census Tract 55.12, Mecklenburg County, North Carolina",148500,349,0,0,0,0,0,0,0,0,0,0,0,0,7,38,138,99,10,23,34,0,0,0,0,0,0,0,153,1302,2e1c67c5-2258-4cc4-9e5e-74c6f79e5f60,15367618.9719849,21849.2284487416
2807,37,119,005706,2,371190057062,Block Group 2,"Block Group 2, Census Tract 57.06, Mecklenburg County, North Carolina",276900,359,0,0,0,0,0,0,0,0,0,0,0,0,0,18,56,34,0,23,90,124,14,0,0,0,0,0,241,898,3be21178-f7d1-4a66-b030-d15df87f6c57,61451334.7022095,37634.15989371
2808,37,119,005833,2,371190058332,Block Group 2,"Block Group 2, Census Tract 58.33, Mecklenburg County, North Carolina",372200,935,0,0,0,11,0,0,0,0,4,0,0,0,0,0,0,0,15,107,111,304,306,77,0,0,0,0,25,0,dc8728ff-671f-458e-a561-c964f2f95db3,28978377.7732544,27625.4937043615
2809,37,119,005305,2,371190053052,Block Group 2,"Block Group 2, Census Tract 53.05, Mecklenburg County, North Carolina",102200,225,0,0,0,0,0,0,0,0,0,23,13,51,17,95,10,7,0,0,0,0,0,0,9,0,0,0,348,1020,28ec1ac1-e12c-4b47-9914-cdebea19a3c6,7936387.74511719,13506.5172797431
2810,37,119,006005,1,371190060051,Block Group 1,"Block Group 1, Census Tract 60.05, Mecklenburg County, North Carolina",147800,813,5,12,7,6,0,0,0,0,0,0,37,17,21,181,132,153,74,64,56,29,0,19,0,0,0,0,311,771,51e30a32-5eed-45ec-a8d7-d2f12c4a85b3,186706180.223816,54906.5236409012
2811,37,119,005824,1,371190058241,Block Group 1,"Block Group 1, Census Tract 58.24, Mecklenburg County, North Carolina",229800,624,0,6,0,0,0,0,4,10,0,5,4,8,22,33,29,60,94,62,20,59,172,36,0,0,0,0,640,1092,2b469a53-4f35-4eb2-9cfa-a2ca85f77bed,159959570.35553,63849.382309686
2812,37,119,005844,1,371190058441,Block Group 1,"Block Group 1, Census Tract 58.44, Mecklenburg County, North Carolina",359600,991,0,21,0,0,23,0,0,0,0,0,0,0,0,0,0,50,31,0,222,249,309,86,0,0,0,0,335,1818,18282ed5-d32e-4c46-b04d-1f3d22618094,23316321.1914673,19833.1073210317
2813,37,119,001912,1,371190019121,Block Group 1,"Block Group 1, Census Tract 19.12, Mecklenburg County, North Carolina",121400,409,0,0,0,0,0,0,16,0,0,0,0,0,60,150,60,28,64,20,0,0,0,11,0,0,0,0,605,927,be36026e-06cc-4a2a-87bd-f7a45785f805,11657315.5571899,21757.1046592404
2814,37,119,003902,1,371190039021,Block Group 1,"Block Group 1, Census Tract 39.02, Mecklenburg County, North Carolina",96300,77,0,0,0,0,0,0,0,0,0,8,9,0,34,0,0,26,0,0,0,0,0,0,0,0,0,0,411,927,66b570f7-83d1-4621-99cb-6b1d37707df1,9458643.44952393,17510.9348624088
2815,37,119,005612,2,371190056122,Block Group 2,"Block Group 2, Census Tract 56.12, Mecklenburg County, North Carolina",192100,654,0,0,0,8,0,0,0,0,0,0,0,0,0,55,72,114,114,209,72,1,0,0,9,0,0,0,110,1199,30a48a24-046b-49df-ab8a-a1639ec57b16,23331729.3203735,21913.6726484926
2816,37,119,005911,2,371190059112,Block Group 2,"Block Group 2, Census Tract 59.11, Mecklenburg County, North Carolina",270100,980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,42,65,236,328,243,13,19,19,0,0,0,107,2561,3312e72b-ac35-4367-bc77-79ace422c0ad,56935150.1323242,39421.7698199541
2817,37,119,003015,3,371190030153,Block Group 3,"Block Group 3, Census Tract 30.15, Mecklenburg County, North Carolina",370200,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,17,50,33,42,119,24,0,0,0,0,26,1625,67850b7a-a925-433e-ab5b-3adfb335239a,13925816.8231201,15813.9266530474
2818,37,119,002904,4,371190029044,Block Group 4,"Block Group 4, Census Tract 29.04, Mecklenburg County, North Carolina",470500,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,45,61,50,15,17,0,19,157,1125,6a17a3d0-59ac-4eb4-b6f9-3b5978e1f740,9060765.30743408,14397.9751730506
2819,37,119,003105,1,371190031051,Block Group 1,"Block Group 1, Census Tract 31.05, Mecklenburg County, North Carolina",298200,586,0,0,0,0,8,0,0,0,0,0,0,0,10,23,6,14,29,93,114,257,6,12,8,6,0,0,44,1560,7dbde686-09eb-4e84-bba9-ac58febbb8fd,16307648.7312622,17748.1394294039
2820,37,119,005521,3,371190055213,Block Group 3,"Block Group 3, Census Tract 55.21, Mecklenburg County, North Carolina",226200,1031,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,18,285,346,242,92,17,0,0,0,0,0,718,1176,59ac9277-b6a6-4f1a-8b42-d7029d45b07f,66306549.9271851,32627.4215131443
2821,37,119,005511,2,371190055112,Block Group 2,"Block Group 2, Census Tract 55.11, Mecklenburg County, North Carolina",202500,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,49,18,89,8,0,0,0,0,0,0,0,625,1110,2a6a8199-e8de-4147-b09a-3774a5032312,7545010.4621582,11892.9646441778
2822,37,119,006404,2,371190064042,Block Group 2,"Block Group 2, Census Tract 64.04, Mecklenburg County, North Carolina",641500,1279,11,0,0,0,0,0,0,0,0,0,0,0,0,0,13,16,8,24,58,126,169,379,267,208,0,0,36,1361,f6ca02d9-a46a-487f-9a47-7ba2db4ef3e6,133102701.69104,60492.400623654
2823,37,119,005519,1,371190055191,Block Group 1,"Block Group 1, Census Tract 55.19, Mecklenburg County, North Carolina",226600,751,0,16,6,0,0,0,0,0,0,0,0,0,0,6,11,116,74,275,174,58,8,0,0,7,0,0,91,1627,2f41a70b-338d-4e33-af30-06016c3b3c79,18156114.9436646,21408.9548331055
2824,37,119,005828,3,371190058283,Block Group 3,"Block Group 3, Census Tract 58.28, Mecklenburg County, North Carolina",149700,474,0,0,0,0,0,0,0,0,0,0,0,48,20,92,78,53,76,74,33,0,0,0,0,0,0,0,196,1097,7ecaed68-29ad-4a55-b663-0ed7a95a6f52,8738401.33459473,14867.0492242545
2825,37,119,005521,2,371190055212,Block Group 2,"Block Group 2, Census Tract 55.21, Mecklenburg County, North Carolina",112500,114,0,0,0,0,0,0,0,0,0,0,0,10,43,8,0,53,0,0,0,0,0,0,0,0,0,0,1031,1112,52a84044-0216-47e6-8949-1839c45afa36,30069292.7694702,23800.5100393606
2826,37,119,003106,2,371190031062,Block Group 2,"Block Group 2, Census Tract 31.06, Mecklenburg County, North Carolina",283200,541,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,22,0,83,230,158,27,0,0,0,0,8,156,1683,9b1991b0-4fb1-49a0-9427-a4922cf0174f,9658504.38354492,15815.5621925222
2827,37,119,005914,1,371190059141,Block Group 1,"Block Group 1, Census Tract 59.14, Mecklenburg County, North Carolina",252500,707,0,0,0,0,0,18,0,0,0,0,17,26,41,84,47,12,19,80,193,154,16,0,0,0,0,0,606,1274,672cc170-a608-494f-a655-af2bf44e390e,16572590.5675049,17040.4779627702
2828,37,119,001917,2,371190019172,Block Group 2,"Block Group 2, Census Tract 19.17, Mecklenburg County, North Carolina",134500,372,0,10,0,0,0,0,0,0,0,17,20,10,30,80,50,42,75,7,0,0,0,0,10,11,10,0,373,1238,3aae1f70-211b-49da-98f6-b7f43796ed96,19098507.9185791,21284.2541961247
2829,37,119,004000,4,371190040004,Block Group 4,"Block Group 4, Census Tract 40, Mecklenburg County, North Carolina",76500,311,0,0,0,0,0,0,0,0,99,21,55,54,43,25,0,6,8,0,0,0,0,0,0,0,0,0,263,1052,84047648-bcd9-40e5-ab53-1e78dcb6c34c,65890538.5872803,42702.7274948254
2830,37,119,005604,1,371190056041,Block Group 1,"Block Group 1, Census Tract 56.04, Mecklenburg County, North Carolina",200600,180,0,0,7,0,0,0,0,0,0,0,0,0,0,7,28,47,0,78,10,3,0,0,0,0,0,0,542,917,30e788d4-8bf0-4c26-a10c-03062b842538,49111219.4191895,41628.1851005646
2831,37,119,004200,4,371190042004,Block Group 4,"Block Group 4, Census Tract 42, Mecklenburg County, North Carolina",93600,171,0,0,0,0,0,0,0,7,17,0,47,0,40,11,14,0,12,11,0,12,0,0,0,0,0,0,265,874,710f6a1e-c882-4dbf-b716-08f965c33737,11351858.7688599,15012.6593324933
2832,37,119,005511,3,371190055113,Block Group 3,"Block Group 3, Census Tract 55.11, Mecklenburg County, North Carolina",138600,245,0,0,0,0,0,0,0,0,0,12,0,8,11,37,100,77,0,0,0,0,0,0,0,0,0,0,502,1250,0b4f9afc-fd2c-4cad-9565-4639fe5301ef,5156996.95367432,10629.6233446967
2833,37,119,005910,1,371190059101,Block Group 1,"Block Group 1, Census Tract 59.10, Mecklenburg County, North Carolina",203600,754,0,0,0,0,0,0,0,0,0,0,0,0,0,30,57,216,57,235,111,37,0,0,0,0,0,11,1330,1232,cf8c8e3b-ed36-4fc6-928c-617cf4533e27,45339223.8409424,29912.7054215247
2834,37,119,006211,2,371190062112,Block Group 2,"Block Group 2, Census Tract 62.11, Mecklenburg County, North Carolina",319600,813,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,18,296,335,79,28,14,0,0,16,19,0,2dc6e0bf-c09e-48aa-acf9-80ace3f2c495,24646060.0449829,28557.4032607068
2835,37,119,001915,3,371190019153,Block Group 3,"Block Group 3, Census Tract 19.15, Mecklenburg County, North Carolina",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,407,1030,0c855039-4f11-45a5-acd0-391ec25dacc9,3928426.90447998,8496.96244300368
2836,37,119,005305,3,371190053053,Block Group 3,"Block Group 3, Census Tract 53.05, Mecklenburg County, North Carolina",108500,414,0,0,0,0,0,0,0,4,0,31,37,47,25,186,36,26,0,0,0,0,0,12,10,0,0,0,410,981,b96f456b-e5da-4b05-bead-5bd5929f510b,9808952.62139893,14837.2095885058
2837,37,119,005816,1,371190058161,Block Group 1,"Block Group 1, Census Tract 58.16, Mecklenburg County, North Carolina",473900,1167,0,0,0,0,0,0,0,0,0,0,0,0,0,20,12,57,47,95,35,180,186,325,101,67,42,0,87,2466,eade5175-e697-4dfb-9a44-e5a154a6e4d2,45664767.3452759,29553.6522642157
2838,37,119,005307,2,371190053072,Block Group 2,"Block Group 2, Census Tract 53.07, Mecklenburg County, North Carolina",106200,116,0,0,0,0,0,0,0,0,4,0,12,26,0,65,9,0,0,0,0,0,0,0,0,0,0,0,381,1025,a78ba086-62f1-432d-a350-dcf215014e78,5912093.85803223,13351.1659645594
2839,37,119,003108,2,371190031082,Block Group 2,"Block Group 2, Census Tract 31.08, Mecklenburg County, North Carolina",215000,423,0,0,0,17,8,0,0,0,0,0,0,0,0,14,40,49,55,95,53,84,0,8,0,0,0,0,327,881,78686c31-d5a2-4eee-a661-ff141e935a2f,12572436.8253174,14729.2317950117
2840,37,119,005100,1,371190051001,Block Group 1,"Block Group 1, Census Tract 51, Mecklenburg County, North Carolina",96400,152,0,0,0,0,0,0,0,0,0,0,23,25,44,24,14,0,16,0,0,0,6,0,0,0,0,0,227,1007,b39100d0-ef70-4708-bc80-3673ea7d6ecd,48312729.3822021,31489.9702569692
2841,37,119,005714,1,371190057141,Block Group 1,"Block Group 1, Census Tract 57.14, Mecklenburg County, North Carolina",304100,822,0,0,22,0,0,0,0,8,0,0,9,11,0,12,22,91,28,35,165,196,118,105,0,0,0,0,10,0,076e8394-7307-406e-bf90-41de3aba3f4f,127629761.154358,51487.5618958999
2842,37,119,006404,1,371190064041,Block Group 1,"Block Group 1, Census Tract 64.04, Mecklenburg County, North Carolina",442000,641,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,8,0,0,18,162,299,128,0,0,10,9,26,0,8e247c51-108f-478a-a366-635d5701f325,121471572.00647,51184.1721357402
2843,37,119,005620,1,371190056201,Block Group 1,"Block Group 1, Census Tract 56.20, Mecklenburg County, North Carolina",169400,655,0,15,0,0,0,0,0,0,0,0,0,0,0,0,194,153,38,110,64,57,24,0,0,0,0,0,334,1388,62c1eb1e-54e7-44d9-a171-d388ae471a65,70364609.1658936,40677.8069821674
2844,37,119,003006,2,371190030062,Block Group 2,"Block Group 2, Census Tract 30.06, Mecklenburg County, North Carolina",230400,684,10,0,0,0,0,0,0,0,0,0,10,19,24,63,89,84,29,23,9,36,37,188,63,0,0,0,537,1192,c5fa36a5-b20b-4462-a412-54320f1b5faf,15341029.80896,22363.6508742384
2845,37,119,001919,3,371190019193,Block Group 3,"Block Group 3, Census Tract 19.19, Mecklenburg County, North Carolina",153200,349,0,7,0,0,0,0,0,0,11,0,5,10,0,64,68,75,77,9,0,23,0,0,0,0,0,0,189,994,295411d3-9f12-4413-85de-dd5040a6132d,6460945.65405273,16210.6086308627
2846,37,119,003903,1,371190039031,Block Group 1,"Block Group 1, Census Tract 39.03, Mecklenburg County, North Carolina",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357,442,11bc834c-1544-480f-9f9b-5567b6e87727,29652570.3416748,24370.2037050405
2847,37,119,005524,6,371190055246,Block Group 6,"Block Group 6, Census Tract 55.24, Mecklenburg County, North Carolina",132100,506,11,0,0,0,0,0,0,0,0,0,0,38,16,162,91,88,55,30,0,0,0,0,0,15,0,0,177,1316,91156ab4-df35-4286-aba8-e7faa3146022,31995258.3538208,26487.982078275
2848,37,119,001921,1,371190019211,Block Group 1,"Block Group 1, Census Tract 19.21, Mecklenburg County, North Carolina",119800,524,5,0,0,0,0,0,0,0,4,28,6,30,47,179,95,88,3,28,0,0,0,5,0,0,6,0,311,1163,2e23a2ea-f119-471b-886e-6bdcfa75205c,27694016.6578979,25936.2770050327
2849,37,119,005520,2,371190055202,Block Group 2,"Block Group 2, Census Tract 55.20, Mecklenburg County, North Carolina",149700,181,24,0,0,0,0,0,0,0,0,10,0,0,0,19,38,55,8,0,0,27,0,0,0,0,0,0,48,0,d540317b-5fa4-43b8-9228-2ed864d73e44,25891139.3278198,22543.9569387336
2850,37,119,001916,1,371190019161,Block Group 1,"Block Group 1, Census Tract 19.16, Mecklenburg County, North Carolina",167000,430,0,0,0,0,0,0,0,0,0,9,0,21,0,68,42,110,35,92,18,35,0,0,0,0,0,0,204,1523,571b02b1-dbb1-4222-8ba0-22791d9f7238,19158206.6678467,20562.8015337164
2851,37,119,001605,1,371190016051,Block Group 1,"Block Group 1, Census Tract 16.05, Mecklenburg County, North Carolina",152900,170,5,0,0,0,0,0,0,0,0,0,0,21,24,18,14,26,4,28,12,11,7,0,0,0,0,0,614,866,64db73d5-064e-4e37-b623-c820c8f775fe,10880149.3461304,13544.3728291445
2852,37,119,001912,2,371190019122,Block Group 2,"Block Group 2, Census Tract 19.12, Mecklenburg County, North Carolina",152800,71,0,0,0,0,0,0,0,0,0,0,0,0,0,9,22,40,0,0,0,0,0,0,0,0,0,0,270,1347,52044bc0-ee3e-461f-a2ee-eed48f0cffb9,9834032.98425293,17281.6040778054
2853,37,119,001400,2,371190014002,Block Group 2,"Block Group 2, Census Tract 14, Mecklenburg County, North Carolina",376300,415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,31,21,53,112,107,74,0,0,0,0,447,1219,5bfbb2f7-61fb-4b84-ba7f-c749b4a43908,11310060.8994751,17806.01014496
2854,37,119,000600,1,371190006001,Block Group 1,"Block Group 1, Census Tract 6, Mecklenburg County, North Carolina",313800,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,31,32,9,12,29,16,57,0,0,0,0,229,1195,2d8a3738-cec8-4744-a0ca-c4e49bc38e80,3940934.78082275,9395.53447917543
2855,37,119,001608,1,371190016081,Block Group 1,"Block Group 1, Census Tract 16.08, Mecklenburg County, North Carolina",98700,253,0,0,0,0,0,0,0,0,0,32,32,6,65,38,31,0,13,21,15,0,0,0,0,0,0,0,625,829,b1391c91-8894-466a-ab58-8b06bf888a36,11730277.6233521,16211.8555050537
2856,37,119,006209,1,371190062091,Block Group 1,"Block Group 1, Census Tract 62.09, Mecklenburg County, North Carolina",340300,365,0,0,0,0,0,0,0,0,0,0,0,11,0,14,66,12,39,26,0,36,0,161,0,0,0,0,100,1569,a8193266-d9af-49cb-afba-49e4b9400663,12257484.4243164,17551.8226831802
2857,37,119,003105,2,371190031052,Block Group 2,"Block Group 2, Census Tract 31.05, Mecklenburg County, North Carolina",307500,758,0,0,0,0,0,0,0,0,0,0,0,7,0,22,58,54,67,71,85,199,137,41,17,0,0,0,245,1297,1fc53295-c7c9-4e2d-bbd1-42b81a167043,20404467.8572388,20242.730831581
2858,37,119,003007,2,371190030072,Block Group 2,"Block Group 2, Census Tract 30.07, Mecklenburg County, North Carolina",546900,674,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,44,16,84,138,208,138,14,0,16,0,0,dbda452f-bc93-42c0-a662-17533e345d7e,24979226.4369507,25095.7690734909
2859,37,119,006303,2,371190063032,Block Group 2,"Block Group 2, Census Tract 63.03, Mecklenburg County, North Carolina",336200,1040,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,24,98,82,231,213,198,139,0,47,0,0,515,1553,376fbcc8-9ede-46b1-a15c-5d8b761abcd7,37205294.3053589,24270.1316308503
2860,37,119,006010,4,371190060104,Block Group 4,"Block Group 4, Census Tract 60.10, Mecklenburg County, North Carolina",119900,165,0,0,0,0,0,0,0,0,16,16,14,0,23,17,14,65,0,0,0,0,0,0,0,0,0,0,253,1068,92df2f72-daae-42cf-9854-4d3dc599513c,29046398.9492188,27653.6948297436
2861,37,119,002003,4,371190020034,Block Group 4,"Block Group 4, Census Tract 20.03, Mecklenburg County, North Carolina",334100,288,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,0,11,0,68,132,32,25,0,0,0,0,0,0,c7260e9a-c62f-4e81-9dbd-b9dfa2d13584,19277994.8363647,23691.1100722245
2862,37,119,001911,2,371190019112,Block Group 2,"Block Group 2, Census Tract 19.11, Mecklenburg County, North Carolina",146800,443,0,7,0,0,0,0,0,0,0,28,0,0,66,15,121,109,69,12,9,0,7,0,0,0,0,0,383,1056,1dc79fcb-05e2-471b-9472-0fdae2127786,11179834.5534668,17872.1012497859
2863,37,119,005838,1,371190058381,Block Group 1,"Block Group 1, Census Tract 58.38, Mecklenburg County, North Carolina",318100,669,0,0,0,0,0,23,0,0,0,0,0,0,0,0,22,17,52,156,21,241,129,0,8,0,0,0,198,1743,bde39064-bce7-4f0e-87a8-63618073b857,10657603.7719116,12923.6901190821
2864,37,119,005916,1,371190059161,Block Group 1,"Block Group 1, Census Tract 59.16, Mecklenburg County, North Carolina",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,535,1026,170fd654-d667-4879-b99f-68867f0faaa7,25740265.8338623,22102.0885477801
2865,37,119,001701,2,371190017012,Block Group 2,"Block Group 2, Census Tract 17.01, Mecklenburg County, North Carolina",195800,66,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,9,6,0,24,0,0,8,0,0,0,0,938,878,10544fa6-60c2-4089-bdb8-de490735b99e,4314205.55853271,9663.37648762074
2866,37,119,005715,1,371190057151,Block Group 1,"Block Group 1, Census Tract 57.15, Mecklenburg County, North Carolina",191000,826,0,0,0,0,0,0,0,0,0,15,25,8,8,67,79,136,117,82,88,156,14,18,13,0,0,0,85,1213,b2dc7c1e-fb40-4a70-835b-4193d7146c66,196922617.558167,61949.8797979662
2867,37,119,003008,3,371190030083,Block Group 3,"Block Group 3, Census Tract 30.08, Mecklenburg County, North Carolina",288900,720,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,74,61,96,148,238,0,36,42,0,0,11,129,0,3e69a81c-808e-4e8e-8053-c03d5a39b79e,24183302.7029419,21947.9851769493
2868,37,119,001606,1,371190016061,Block Group 1,"Block Group 1, Census Tract 16.06, Mecklenburg County, North Carolina",207400,379,0,0,0,0,0,0,0,0,0,0,0,0,39,53,46,12,33,44,32,93,0,17,10,0,0,0,464,1006,8e2a4836-0079-4eea-a6dd-9b32f3f14434,14066482.1983032,18037.7033276406
2869,37,119,006009,1,371190060091,Block Group 1,"Block Group 1, Census Tract 60.09, Mecklenburg County, North Carolina",134800,418,0,0,0,0,0,0,0,0,0,0,12,44,3,124,66,79,32,31,13,0,8,6,0,0,0,0,130,897,1eef948b-4c75-4e4f-a34a-0e27714ea2cd,37231396.8179932,28083.0796167222
2870,37,119,005826,2,371190058262,Block Group 2,"Block Group 2, Census Tract 58.26, Mecklenburg County, North Carolina",157900,570,3,0,0,0,0,0,0,0,0,0,25,15,26,97,72,149,79,61,25,8,0,10,0,0,0,0,314,1401,6d32203d-f7ff-4574-8f01-defc340480b3,28849360.1845093,31080.6159272492
2871,37,119,005831,1,371190058311,Block Group 1,"Block Group 1, Census Tract 58.31, Mecklenburg County, North Carolina",290800,539,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,55,246,208,16,0,0,0,0,0,575,1232,c37c00b4-6e15-4486-a775-67331f78e43a,16781027.3415527,17901.9117963187
2872,37,119,001607,1,371190016071,Block Group 1,"Block Group 1, Census Tract 16.07, Mecklenburg County, North Carolina",153800,223,0,0,0,0,0,0,0,0,0,0,0,0,5,53,45,56,38,3,0,0,23,0,0,0,0,0,949,992,8ed50ccf-af93-4494-a4b7-f5bba7f9e6ba,19644840.5088501,18972.9462590784
2873,37,119,000900,1,371190009001,Block Group 1,"Block Group 1, Census Tract 9, Mecklenburg County, North Carolina",267200,188,0,0,0,0,0,0,0,0,13,0,6,4,9,9,0,27,10,6,29,35,22,18,0,0,0,0,49,1236,cdce0503-bd26-4b85-9398-f050beb8011e,6012896.75537109,10879.2128032862
2874,37,119,003008,1,371190030081,Block Group 1,"Block Group 1, Census Tract 30.08, Mecklenburg County, North Carolina",389200,638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,14,27,73,213,133,163,0,0,0,0,110,1933,83cc7f9b-bcfd-484a-8c57-1c461f624d63,22082209.8221436,26006.7610941853
2875,37,119,005812,3,371190058123,Block Group 3,"Block Group 3, Census Tract 58.12, Mecklenburg County, North Carolina",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,908,1057,1649c884-fdba-416d-8b61-aa51f372a8d7,23213065.4527588,20453.8703047838
2876,37,119,005517,1,371190055171,Block Group 1,"Block Group 1, Census Tract 55.17, Mecklenburg County, North Carolina",251600,1025,0,8,0,0,0,0,0,0,0,0,0,0,0,14,19,114,82,268,234,256,22,0,0,0,0,8,266,1621,ee0a9eac-ee30-44dc-8968-c6fa5ca94aec,20450915.0247803,21224.1631263613
2877,37,119,005404,2,371190054042,Block Group 2,"Block Group 2, Census Tract 54.04, Mecklenburg County, North Carolina",119600,500,0,0,0,0,0,0,0,0,0,0,0,46,70,171,101,41,12,38,0,0,0,0,21,0,0,0,264,1287,33b7f947-76d7-4d35-a38c-5f8017a1294a,24429227.0968018,19896.2579110492
2878,37,119,002702,3,371190027023,Block Group 3,"Block Group 3, Census Tract 27.02, Mecklenburg County, North Carolina",799500,355,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,11,0,14,18,20,14,58,144,48,14,0,43,1375,b35a49e9-1a4f-4d97-8b01-5a9f1bb063c2,7608612.39782715,15507.1243989267
2879,37,119,005839,1,371190058391,Block Group 1,"Block Group 1, Census Tract 58.39, Mecklenburg County, North Carolina",347200,592,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,41,104,309,124,9,0,0,0,0,532,1177,fe74f004-7f2f-4fe1-b7af-d4f264fde89c,28923884.869751,29924.77667145
