OBJECTID,STATEFP10,COUNTYFP10,TRACTCE10,BLKGRPCE10,GEOID10,NAMELSAD10,geoname,Median_Housing_Value,houses,lessthan10k,a10kto14999,a15kto19999,a20kto24999,a25kto29999,a30kto34999,a35kto39999,a40kto49999,a50kto59999,a60kto69999,a70kto79999,a80kto89999,a90kto99999,a100kto124999,a125kto149999,a150kto174999,a175kto199999,a200kto249999,a250kto299999,a300kto399999,a400kto499999,a500kto749999,a750kto999999,a1Mto1499999,a1500000to1999999,a2MorMore,Units_with_cash_rent,MedianGrossRent,GlobalID,Shape__Area,Shape__Length
2786,37,119,001300,3,371190013003,Block Group 3,"Block Group 3, Census Tract 13, Mecklenburg County, North Carolina",304700,180,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,8,0,47,8,43,29,12,8,0,0,0,61,1176,026f393d-d4e9-4ce1-8920-7ee29c87dcd8,4074529.18029785,8835.60505254034
2787,37,119,001702,4,371190017024,Block Group 4,"Block Group 4, Census Tract 17.02, Mecklenburg County, North Carolina",127400,47,0,0,0,0,0,0,0,0,0,0,9,0,2,10,26,0,0,0,0,0,0,0,0,0,0,0,861,889,9d292a7e-9b57-4d38-8ca3-b5d483995fcf,9038153.62176514,15806.3893684009
2788,37,119,005838,3,371190058383,Block Group 3,"Block Group 3, Census Tract 58.38, Mecklenburg County, North Carolina",230800,833,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,16,206,285,171,104,0,0,0,0,11,21,836,1684,35633a5f-32de-4d29-94b1-ce468064e85c,52520700.3789063,38617.861933945
2789,37,119,006405,1,371190064051,Block Group 1,"Block Group 1, Census Tract 64.05, Mecklenburg County, North Carolina",250400,456,12,0,0,0,0,0,0,0,0,0,0,0,0,24,10,48,24,109,120,90,0,19,0,0,0,0,828,1267,f71377e3-cd07-44f7-a70a-f5ed3687f795,29543305.3850708,25281.7729546165
2790,37,119,006103,1,371190061031,Block Group 1,"Block Group 1, Census Tract 61.03, Mecklenburg County, North Carolina",451900,587,0,0,7,0,0,0,0,0,0,0,10,0,12,51,0,0,7,7,48,56,184,149,34,22,0,0,213,964,a76e9a0b-ae6f-4685-99a8-9e4f4c20056b,63870922.1003418,35504.991426141
2791,37,119,000100,3,371190001003,Block Group 3,"Block Group 3, Census Tract 1, Mecklenburg County, North Carolina",398600,533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,14,62,65,106,62,43,39,103,0,18,260,2052,c9dd20b3-2281-4a12-92ea-d46fac9defd8,2085153.55096436,7727.16152360987
2792,37,119,005817,2,371190058172,Block Group 2,"Block Group 2, Census Tract 58.17, Mecklenburg County, North Carolina",412200,1003,0,0,0,0,0,0,0,0,0,0,0,0,9,41,65,0,7,54,77,213,290,204,43,0,0,0,132,1442,67d35f76-7311-4852-a38e-275e399e9afe,29435640.7749634,23981.4665625424
2793,37,119,001609,2,371190016092,Block Group 2,"Block Group 2, Census Tract 16.09, Mecklenburg County, North Carolina",135400,422,0,0,0,0,8,0,0,0,9,17,50,21,12,74,48,56,25,57,35,10,0,0,0,0,0,0,532,1031,20a96511-b6bd-4d78-b5f4-5ddecdcc88bf,14470859.6134033,18153.9915107139
2794,37,119,005612,1,371190056121,Block Group 1,"Block Group 1, Census Tract 56.12, Mecklenburg County, North Carolina",151000,758,0,0,0,0,0,0,0,0,6,0,0,14,15,176,159,230,78,80,0,0,0,0,0,0,0,0,388,1191,0f2cbcb5-d17e-4096-8d8d-72aaf4e7e754,21309192.5452881,23255.2000455993
2795,37,119,005514,1,371190055141,Block Group 1,"Block Group 1, Census Tract 55.14, Mecklenburg County, North Carolina",188500,490,0,0,0,0,18,0,0,0,0,0,0,0,49,81,30,41,48,0,108,91,0,24,0,0,0,0,482,1249,d3ccdab9-5cd4-4d15-bc40-d86eaa1e6b90,14169048.8725586,16908.0912857825
