OBJECTID,STATEFP10,COUNTYFP10,TRACTCE10,BLKGRPCE10,GEOID10,NAMELSAD10,geoname,Median_Housing_Value,houses,lessthan10k,a10kto14999,a15kto19999,a20kto24999,a25kto29999,a30kto34999,a35kto39999,a40kto49999,a50kto59999,a60kto69999,a70kto79999,a80kto89999,a90kto99999,a100kto124999,a125kto149999,a150kto174999,a175kto199999,a200kto249999,a250kto299999,a300kto399999,a400kto499999,a500kto749999,a750kto999999,a1Mto1499999,a1500000to1999999,a2MorMore,Units_with_cash_rent,MedianGrossRent,GlobalID,Shape__Area,Shape__Length,Affordable,Middle,HighEnd,Affordability_Index
3075,37,119,6203,2,371190062032,Block Group 2,"Block Group 2, Census Tract 62.03, Mecklenburg County, North Carolina",288900.0,687.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,49,49,31,137,151,69,49,0,14,30,0,243,1155.0,7e838247-a31b-4183-b8fb-b11e74a3614d,44438970.9188843,40289.1126072634,108,417,162,0.1572052401746725
3076,37,119,1801,3,371190018013,Block Group 3,"Block Group 3, Census Tract 18.01, Mecklenburg County, North Carolina",352200.0,74.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,9,5,23,13,13,0,0,0,0,181,943.0,975b283d-9bfb-4c01-a181-b2c7665bbc19,5935682.09338379,13254.802459687,6,42,26,0.08108108108108109
3077,37,119,5713,2,371190057132,Block Group 2,"Block Group 2, Census Tract 57.13, Mecklenburg County, North Carolina",252700.0,646.0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,16,71,64,155,131,127,57,15,0,0,0,0,86,1467.0,c5407967-56dd-44ca-891f-bc410a80c4ab,68471281.5975952,47526.4247086549,26,548,72,0.04024767801857585
3078,37,119,6303,1,371190063031,Block Group 1,"Block Group 1, Census Tract 63.03, Mecklenburg County, North Carolina",246300.0,345.0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,18,50,32,60,40,83,13,10,14,8,0,0,593,914.0,a747683e-60b0-4474-a508-2057748d38e8,23106560.9908447,19397.036232009,35,265,45,0.10144927536231885
3079,37,119,5913,1,371190059131,Block Group 1,"Block Group 1, Census Tract 59.13, Mecklenburg County, North Carolina",147500.0,361.0,0,0,0,0,0,25,0,0,0,0,0,0,16,0,155,86,34,19,0,13,13,0,0,0,0,0,138,1083.0,e6658263-5725-4402-99c9-51b18fcaa2e2,28328951.4509277,24508.7097033484,196,152,13,0.5429362880886427
3080,37,119,1802,2,371190018022,Block Group 2,"Block Group 2, Census Tract 18.02, Mecklenburg County, North Carolina",209100.0,314.0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,62,31,30,88,70,7,8,0,0,0,0,0,543,963.0,c0a874fd-da19-42fb-9305-d58726ff3c53,17098674.2688599,20423.4981349292,80,226,8,0.25477707006369427
3081,37,119,5100,2,371190051002,Block Group 2,"Block Group 2, Census Tract 51, Mecklenburg County, North Carolina",93000.0,95.0,0,0,0,0,0,0,0,14,26,0,6,0,5,7,6,24,0,0,7,0,0,0,0,0,0,0,522,788.0,e04e5ea6-2c87-41fc-ac3c-a76b72f4e7b6,10969293.9293213,15546.5614296823,64,31,0,0.6736842105263158
3082,37,119,2200,3,371190022003,Block Group 3,"Block Group 3, Census Tract 22, Mecklenburg County, North Carolina",692600.0,417.0,12,0,0,0,0,0,0,0,0,0,0,0,25,15,0,12,19,13,0,0,0,146,82,46,47,0,89,1181.0,104b23de-71f3-4466-aa10-223546975380,8449896.05877686,12140.5700559991,52,44,321,0.12470023980815348
3083,37,119,2400,3,371190024003,Block Group 3,"Block Group 3, Census Tract 24, Mecklenburg County, North Carolina",346300.0,154.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,30,17,41,0,0,25,30,0,0,94,989.0,1266bb3d-8728-4999-9975-0f3369c7f664,5656507.53649902,10200.5467995639,11,88,55,0.07142857142857142
3084,37,119,5907,1,371190059071,Block Group 1,"Block Group 1, Census Tract 59.07, Mecklenburg County, North Carolina",287800.0,1120.0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,234,356,459,14,0,0,0,0,0,516,1690.0,84c9256d-310d-44cc-ad1c-1e7596dd3942,43082347.5231323,32032.4252876523,11,1095,14,0.009821428571428571
3085,37,119,5918,1,371190059181,Block Group 1,"Block Group 1, Census Tract 59.18, Mecklenburg County, North Carolina",193800.0,957.0,10,0,8,0,0,0,0,0,0,0,0,0,0,29,48,145,317,233,91,76,0,0,0,0,0,0,381,1549.0,0e3d8af0-b0f3-48aa-ac60-66c3df65a690,55381582.1436157,34426.1079244521,95,862,0,0.09926854754440961
3086,37,119,5906,2,371190059062,Block Group 2,"Block Group 2, Census Tract 59.06, Mecklenburg County, North Carolina",26800.0,85.0,25,0,9,0,24,0,0,10,0,0,0,0,0,10,0,0,7,0,0,0,0,0,0,0,0,0,150,695.0,e50f715c-bcf2-4d9f-b018-7d350570ceed,71773220.171875,40314.6777844715,78,7,0,0.9176470588235294
3087,37,119,2004,1,371190020041,Block Group 1,"Block Group 1, Census Tract 20.04, Mecklenburg County, North Carolina",375300.0,505.0,0,0,0,0,0,0,0,0,0,16,0,0,36,16,0,0,0,22,51,148,81,98,37,0,0,0,72,1797.0,db2e7a80-b678-4d52-a4b4-6a4abef50a37,22173277.5142822,20217.9272266388,68,221,216,0.13465346534653466
3088,37,119,4000,1,371190040001,Block Group 1,"Block Group 1, Census Tract 40, Mecklenburg County, North Carolina",159900.0,95.0,0,0,0,0,0,0,0,18,0,0,16,6,0,0,0,19,31,5,0,0,0,0,0,0,0,0,330,974.0,cadd3606-5eb4-4cd3-a70f-e1567ed02dcf,19909538.8936157,20649.5543939061,40,55,0,0.42105263157894735
3089,37,119,5301,1,371190053011,Block Group 1,"Block Group 1, Census Tract 53.01, Mecklenburg County, North Carolina",109600.0,243.0,0,0,0,0,0,0,0,0,44,11,31,0,0,92,20,4,18,13,10,0,0,0,0,0,0,0,951,844.0,31b09dcf-6ea4-425d-ab54-924da6a19b6e,39730439.0844116,27948.1315027938,198,45,0,0.8148148148148148
3090,37,119,3007,5,371190030075,Block Group 5,"Block Group 5, Census Tract 30.07, Mecklenburg County, North Carolina",884900.0,243.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,59,38,48,28,28,0,,fabdb275-12b9-4a28-be57-8230bd2a8c0f,20000322.9036865,23295.9012003431,0,0,243,0.0
3091,37,119,5916,2,371190059162,Block Group 2,"Block Group 2, Census Tract 59.16, Mecklenburg County, North Carolina",91400.0,211.0,0,0,0,0,0,0,0,0,9,10,27,56,25,41,7,19,0,17,0,0,0,0,0,0,0,0,190,1182.0,eb8c25de-174c-49cd-a93f-9e48e5cca3a9,28598023.4118042,23287.2299600309,175,36,0,0.8293838862559242
3092,37,119,4600,2,371190046002,Block Group 2,"Block Group 2, Census Tract 46, Mecklenburg County, North Carolina",95700.0,156.0,0,7,0,0,0,4,0,0,18,9,7,13,35,0,0,28,0,0,0,28,0,7,0,0,0,0,476,875.0,582280c7-f8b0-4e3b-baaa-56bb0c12dc40,12000521.5599365,14865.7571119625,93,56,7,0.5961538461538461
3093,37,119,100,4,371190001004,Block Group 4,"Block Group 4, Census Tract 1, Mecklenburg County, North Carolina",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,695.0,3d7eb541-c699-40f4-a899-107a23086d0d,4499537.53509521,10270.217091271,0,0,0,0.0
3094,37,119,800,1,371190008001,Block Group 1,"Block Group 1, Census Tract 8, Mecklenburg County, North Carolina",146700.0,291.0,0,0,0,0,0,0,0,0,38,0,38,17,8,28,19,40,0,20,25,36,0,8,0,14,0,0,340,906.0,3795d46c-61da-41cd-84ed-f9021103952a,10591917.838562,13540.9487988894,148,121,22,0.5085910652920962
3095,37,119,6214,1,371190062141,Block Group 1,"Block Group 1, Census Tract 62.14, Mecklenburg County, North Carolina",218800.0,438.0,0,0,0,0,0,0,0,7,0,0,0,11,0,0,56,38,48,157,54,32,13,22,0,0,0,0,107,1328.0,7b0dedd9-3103-4f78-8db5-cd8e68f165bb,30550245.0448608,32459.1670380719,74,329,35,0.1689497716894977
3096,37,119,1608,2,371190016082,Block Group 2,"Block Group 2, Census Tract 16.08, Mecklenburg County, North Carolina",121100.0,309.0,11,0,0,0,0,0,5,9,0,0,17,17,28,80,71,49,0,22,0,0,0,0,0,0,0,0,338,1083.0,a517410f-bec1-4db7-a29f-bf31527c32b2,9942880.36816406,15345.7411849402,238,71,0,0.7702265372168284
3097,37,119,1508,2,371190015082,Block Group 2,"Block Group 2, Census Tract 15.08, Mecklenburg County, North Carolina",165700.0,686.0,0,0,0,0,0,0,0,0,14,10,15,0,17,66,115,169,121,33,53,55,18,0,0,0,0,0,374,1052.0,5d8530de-ebfe-4d42-a2e8-c0cddf6a8ac7,26881397.5784912,23269.4368106112,237,431,18,0.3454810495626822
3098,37,119,2500,2,371190025002,Block Group 2,"Block Group 2, Census Tract 25, Mecklenburg County, North Carolina",381300.0,120.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,5,18,16,25,32,0,0,0,0,273,1218.0,429ed131-5809-4282-8b96-78ba251e3142,10587047.2651978,13404.6590083176,0,63,57,0.0
3099,37,119,5834,1,371190058341,Block Group 1,"Block Group 1, Census Tract 58.34, Mecklenburg County, North Carolina",216900.0,761.0,0,0,0,0,0,0,0,0,0,0,0,43,0,55,58,129,22,218,24,95,74,34,0,0,0,9,367,1210.0,203e59b7-a1a5-4577-8ff1-fe4e080447c6,46847323.7669678,33393.5504175246,156,488,117,0.2049934296977661
3100,37,119,5000,2,371190050002,Block Group 2,"Block Group 2, Census Tract 50, Mecklenburg County, North Carolina",250000.0,228.0,0,0,0,0,0,0,0,12,0,0,0,0,0,8,0,5,0,89,44,31,31,8,0,0,0,0,229,882.0,90eaae05-1669-4565-948a-a7064654fc22,6120239.51403809,12074.7468775809,20,169,39,0.08771929824561403
3101,37,119,5833,3,371190058333,Block Group 3,"Block Group 3, Census Tract 58.33, Mecklenburg County, North Carolina",318300.0,256.0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,19,59,120,10,10,0,0,0,10,429,2434.0,778a7c17-312d-4526-87b9-7e233b057ce8,11915487.1233521,16179.8882433276,28,198,30,0.109375
3102,37,119,5906,1,371190059061,Block Group 1,"Block Group 1, Census Tract 59.06, Mecklenburg County, North Carolina",258300.0,672.0,9,0,0,0,27,0,0,0,0,10,8,57,27,65,28,21,11,69,24,225,26,39,26,0,0,0,231,892.0,781e49b8-6d44-41eb-840c-535166faa93c,112048787.505615,53467.4862211495,231,350,91,0.34375
3103,37,119,5909,2,371190059092,Block Group 2,"Block Group 2, Census Tract 59.09, Mecklenburg County, North Carolina",250700.0,824.0,0,0,0,35,0,0,0,0,0,0,0,0,0,19,26,71,102,158,71,237,105,0,0,0,0,0,597,1404.0,dd593f66-ccad-4808-a278-ba02911ba919,33351811.4500732,23851.0274052403,80,639,105,0.0970873786407767
3104,37,119,6407,2,371190064072,Block Group 2,"Block Group 2, Census Tract 64.07, Mecklenburg County, North Carolina",305500.0,621.0,0,0,11,0,0,0,0,0,0,0,0,0,0,12,0,0,26,61,183,320,0,8,0,0,0,0,114,1741.0,17d328e7-a469-4e46-aebd-5c23c8b6c197,22796208.8511963,20698.9984889023,23,590,8,0.037037037037037035
3105,37,119,2003,2,371190020032,Block Group 2,"Block Group 2, Census Tract 20.03, Mecklenburg County, North Carolina",371400.0,322.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,65,119,108,19,0,0,0,0,12,,0bf15f9a-09ff-4384-af61-6b105171f02e,10161599.5529175,17173.3669583781,0,195,127,0.0
3106,37,119,6104,4,371190061044,Block Group 4,"Block Group 4, Census Tract 61.04, Mecklenburg County, North Carolina",153000.0,444.0,0,15,11,0,0,0,0,0,0,0,13,11,0,77,78,141,61,37,0,0,0,0,0,0,0,0,223,1052.0,eca30e1e-a7f4-4689-a746-1953ab9075b6,52790500.836853,32308.5127243624,205,239,0,0.4617117117117117
3107,37,119,4100,1,371190041001,Block Group 1,"Block Group 1, Census Tract 41, Mecklenburg County, North Carolina",,48.0,0,0,0,0,0,0,0,0,0,0,0,8,0,24,0,0,0,0,0,0,12,0,0,0,0,4,219,916.0,64548130-69f4-4488-b78c-9828876ba1d4,6090568.93579102,11859.3947558351,32,0,16,0.6666666666666666
3108,37,119,6215,2,371190062152,Block Group 2,"Block Group 2, Census Tract 62.15, Mecklenburg County, North Carolina",229200.0,804.0,0,0,11,0,0,0,0,0,0,0,9,8,0,27,6,97,92,260,191,37,43,11,12,0,0,0,110,973.0,111a2d10-5b39-40d7-9391-d3578d554ced,125577857.913635,50591.7720434948,61,677,66,0.07587064676616916
3109,37,119,4500,1,371190045001,Block Group 1,"Block Group 1, Census Tract 45, Mecklenburg County, North Carolina",84600.0,69.0,0,0,0,0,0,0,0,1,14,0,9,23,0,22,0,0,0,0,0,0,0,0,0,0,0,0,247,925.0,7fb5e464-c69b-4024-ab06-2405eab9fdfb,13303656.8894043,17195.7796416427,69,0,0,1.0
3110,37,119,5519,2,371190055192,Block Group 2,"Block Group 2, Census Tract 55.19, Mecklenburg County, North Carolina",238000.0,504.0,10,0,6,5,0,0,0,0,0,0,0,0,15,10,15,134,22,46,96,87,46,12,0,0,0,0,607,1138.0,e7fb270d-1322-4bc4-8374-39d84ec8b2e4,48942762.2305908,37117.8663655969,61,385,58,0.12103174603174603
3111,37,119,6302,1,371190063021,Block Group 1,"Block Group 1, Census Tract 63.02, Mecklenburg County, North Carolina",344900.0,1149.0,0,0,0,0,0,0,0,0,0,0,0,16,0,39,41,58,19,115,118,375,232,103,19,14,0,0,265,1194.0,0f9846d8-ef93-483d-95ba-fa0995e33bf7,153687454.732117,54800.0687001665,96,685,368,0.0835509138381201
3112,37,119,1919,2,371190019192,Block Group 2,"Block Group 2, Census Tract 19.19, Mecklenburg County, North Carolina",150800.0,346.0,0,0,0,0,0,0,0,0,0,0,25,5,0,84,57,59,44,32,35,5,0,0,0,0,0,0,73,1620.0,2bb5937a-0e95-4d05-bf8c-11ecb6bf5adb,9688183.0916748,19067.1016233408,171,175,0,0.49421965317919075
3113,37,119,5714,3,371190057143,Block Group 3,"Block Group 3, Census Tract 57.14, Mecklenburg County, North Carolina",315600.0,481.0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,15,0,88,107,157,64,33,11,0,0,0,0,,1e9bc091-2c48-4c75-9bfc-bcf8bdecdab4,69509550.904541,42195.7626884124,6,367,108,0.012474012474012475
3114,37,119,6008,2,371190060082,Block Group 2,"Block Group 2, Census Tract 60.08, Mecklenburg County, North Carolina",145700.0,628.0,0,0,0,0,0,0,0,0,0,0,0,12,0,114,227,82,73,70,0,13,22,0,0,15,0,0,224,1196.0,256d03fe-7ed6-4464-90df-24b2a5ec5c3a,24098662.6040039,22789.7329124317,353,238,37,0.5621019108280255
3115,37,119,5609,1,371190056091,Block Group 1,"Block Group 1, Census Tract 56.09, Mecklenburg County, North Carolina",12900.0,70.0,15,35,14,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1191,752.0,eeb8936b-4d52-475f-8194-664696d23983,35054606.7982788,27423.7420157281,70,0,0,1.0
3116,37,119,6107,2,371190061072,Block Group 2,"Block Group 2, Census Tract 61.07, Mecklenburg County, North Carolina",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1259,1190.0,2927fbce-0ff4-488c-bad3-ce80c9120378,22174641.4936523,18151.1281863953,0,0,0,0.0
3117,37,119,1606,2,371190016062,Block Group 2,"Block Group 2, Census Tract 16.06, Mecklenburg County, North Carolina",135000.0,110.0,0,0,0,0,0,0,0,15,0,0,0,0,7,19,35,24,0,0,10,0,0,0,0,0,0,0,554,842.0,fb45c113-c02e-44ca-ba15-4d525dafa751,7061130.1083374,11282.3398507943,76,34,0,0.6909090909090909
3118,37,119,300,1,371190003001,Block Group 1,"Block Group 1, Census Tract 3, Mecklenburg County, North Carolina",303000.0,246.0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,27,0,26,55,33,59,16,9,7,0,0,553,1376.0,1f3ac12e-4975-493f-b05c-6f7ba1135b11,8690985.82476807,15153.8053293672,14,141,91,0.056910569105691054
3119,37,119,980300,1,371199803001,Block Group 1,"Block Group 1, Census Tract 9803, Mecklenburg County, North Carolina",,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,,8ac8f79f-6c61-435e-9233-da9e5f46f9e4,5198921.41809082,9479.12148201509,0,0,13,0.0
3120,37,119,3500,1,371190035001,Block Group 1,"Block Group 1, Census Tract 35, Mecklenburg County, North Carolina",385900.0,289.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,34,45,29,32,20,45,47,24,0,4,417,1426.0,81c842aa-66ca-466b-aadb-b04bf4db78e3,9604402.18121338,15373.0479625246,0,149,140,0.0
3121,37,119,6103,2,371190061032,Block Group 2,"Block Group 2, Census Tract 61.03, Mecklenburg County, North Carolina",212000.0,308.0,0,0,0,0,0,0,0,0,0,0,0,0,5,19,9,103,6,50,17,24,11,18,29,17,0,0,341,1148.0,0fb867ca-a932-4be4-b978-211bef48aa2e,67331994.6187744,44228.9774824744,33,200,75,0.10714285714285714
3122,37,119,6104,3,371190061043,Block Group 3,"Block Group 3, Census Tract 61.04, Mecklenburg County, North Carolina",126400.0,1040.0,30,0,11,0,0,0,0,0,0,62,10,72,37,284,257,149,36,31,47,14,0,0,0,0,0,0,334,1321.0,b35fedcc-9a97-4a51-b4ee-560fbede0e20,58364246.2601929,33820.0812736732,763,277,0,0.7336538461538461
3123,37,119,5811,2,371190058112,Block Group 2,"Block Group 2, Census Tract 58.11, Mecklenburg County, North Carolina",230800.0,629.0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,18,82,83,199,78,94,57,9,0,0,0,0,158,,ba314c28-6cf0-4642-b40e-24b930eaaedb,16768953.2709351,20103.3444018454,27,536,66,0.04292527821939587
3124,37,119,6403,3,371190064033,Block Group 3,"Block Group 3, Census Tract 64.03, Mecklenburg County, North Carolina",663700.0,492.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,8,10,14,22,8,52,168,105,60,23,0,46,,aa181d58-7c9a-42b9-bf3c-bd95794e6f5f,41387228.4954834,31317.7985715997,22,62,408,0.044715447154471545
3125,37,119,5514,3,371190055143,Block Group 3,"Block Group 3, Census Tract 55.14, Mecklenburg County, North Carolina",193900.0,817.0,0,21,0,7,0,0,0,0,0,0,0,0,25,23,79,101,202,228,29,67,16,19,0,0,0,0,402,911.0,66730c00-1361-42cf-b4fb-de0b584ce050,22366862.2893066,27531.0772570638,155,627,35,0.189718482252142
3126,37,119,5620,3,371190056203,Block Group 3,"Block Group 3, Census Tract 56.20, Mecklenburg County, North Carolina",150500.0,665.0,0,0,0,0,0,0,0,42,0,0,0,0,13,87,188,132,131,40,0,0,0,13,19,0,0,0,142,1404.0,01b85f0a-4127-437b-837e-7b8778ce7093,26109130.1199951,23424.6126189433,330,303,32,0.49624060150375937
3127,37,119,5841,1,371190058411,Block Group 1,"Block Group 1, Census Tract 58.41, Mecklenburg County, North Carolina",546900.0,771.0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,146,158,349,72,30,0,0,249,1692.0,c05ee6fd-80f1-410f-a18f-a25ae363c00c,25179613.020813,20766.2504270642,16,146,609,0.020752269779507133
3128,37,119,2200,2,371190022002,Block Group 2,"Block Group 2, Census Tract 22, Mecklenburg County, North Carolina",515400.0,282.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,26,39,40,114,20,14,0,0,54,,52e2414e-12aa-4b2a-a510-bc9d03facec5,11492404.4074707,14762.4878065079,0,94,188,0.0
3129,37,119,5830,2,371190058302,Block Group 2,"Block Group 2, Census Tract 58.30, Mecklenburg County, North Carolina",197300.0,810.0,0,9,16,0,0,0,0,0,0,0,0,0,0,7,60,174,156,278,96,14,0,0,0,0,0,0,138,1405.0,2d8df547-a30f-44e6-b9be-531ebdf852f2,23632344.8635254,27513.9014332396,92,718,0,0.11358024691358025
3130,37,119,5827,1,371190058271,Block Group 1,"Block Group 1, Census Tract 58.27, Mecklenburg County, North Carolina",119400.0,439.0,0,0,0,0,0,0,0,0,13,9,30,30,49,114,60,8,0,95,12,19,0,0,0,0,0,0,747,1126.0,95169ba4-820d-415e-932e-8d9755757948,19411029.286499,20432.0238077982,305,134,0,0.6947608200455581
3131,37,119,5834,2,371190058342,Block Group 2,"Block Group 2, Census Tract 58.34, Mecklenburg County, North Carolina",299500.0,299.0,0,0,0,0,0,0,0,0,0,22,20,0,0,5,10,23,0,24,46,149,0,0,0,0,0,0,261,1350.0,dcc65a7d-a8ef-423d-a0c3-dde4bc473bfc,13396593.3295898,23969.4973841518,57,242,0,0.19063545150501673
3132,37,119,5831,2,371190058312,Block Group 2,"Block Group 2, Census Tract 58.31, Mecklenburg County, North Carolina",164800.0,159.0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,36,48,0,12,40,8,0,0,0,0,0,0,805,1271.0,dee62115-84c5-496d-874a-25737ca08f70,11151712.0609131,15171.9185929655,51,108,0,0.32075471698113206
3133,37,119,5510,1,371190055101,Block Group 1,"Block Group 1, Census Tract 55.10, Mecklenburg County, North Carolina",114800.0,343.0,61,0,0,0,0,0,0,24,14,24,6,0,13,50,40,73,17,0,0,21,0,0,0,0,0,0,318,859.0,06a7c346-ece1-41cf-ae3d-e3566ef8c394,40136629.5762939,27127.4279701737,232,111,0,0.6763848396501457
3134,37,119,5829,2,371190058292,Block Group 2,"Block Group 2, Census Tract 58.29, Mecklenburg County, North Carolina",128900.0,71.0,0,0,0,0,0,0,0,0,0,0,19,0,0,10,42,0,0,0,0,0,0,0,0,0,0,0,490,1082.0,79dccca0-4198-424c-b86b-233dd0da5a2c,11007101.9871216,13881.8355375394,71,0,0,1.0
3135,37,119,4600,1,371190046001,Block Group 1,"Block Group 1, Census Tract 46, Mecklenburg County, North Carolina",78100.0,321.0,0,0,0,0,0,0,0,35,45,57,29,80,10,24,19,7,0,9,0,6,0,0,0,0,0,0,196,1069.0,75da4c2c-c474-4127-9e48-5468455011bb,12878952.0654297,16599.4051738552,299,22,0,0.9314641744548287
3136,37,119,6304,1,371190063041,Block Group 1,"Block Group 1, Census Tract 63.04, Mecklenburg County, North Carolina",243300.0,239.0,0,0,0,17,0,0,0,0,0,0,0,0,0,11,43,0,13,41,17,18,0,79,0,0,0,0,24,,bda5e3df-5003-4491-8173-0845c300ad34,88152988.5924683,42728.0179179025,71,89,79,0.29707112970711297
3137,37,119,5308,2,371190053082,Block Group 2,"Block Group 2, Census Tract 53.08, Mecklenburg County, North Carolina",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305,763.0,a1e3ef63-97f4-45ea-965a-670829a4773d,2898428.31958008,8243.56231046896,0,0,0,0.0
3138,37,119,5841,3,371190058413,Block Group 3,"Block Group 3, Census Tract 58.41, Mecklenburg County, North Carolina",345300.0,952.0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,62,23,95,132,71,161,216,172,0,0,0,0,338,1277.0,6b03c8fc-6c98-4116-92f3-107557560c5a,20652259.4554443,18925.8493370874,82,482,388,0.0861344537815126
3139,37,119,6304,3,371190063043,Block Group 3,"Block Group 3, Census Tract 63.04, Mecklenburg County, North Carolina",272000.0,583.0,0,0,0,39,0,0,0,0,10,0,0,0,0,0,50,9,62,67,124,108,56,44,0,14,0,0,214,1298.0,da36a311-174a-4c7d-9dc8-a1381e579e52,150521591.562195,70620.0398730756,99,370,114,0.16981132075471697
3140,37,119,400,2,371190004002,Block Group 2,"Block Group 2, Census Tract 4, Mecklenburg County, North Carolina",370200.0,161.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,41,0,42,22,9,27,0,0,10,896,1382.0,7edfd374-c190-49a5-9a5a-d6038093f678,3698216.92669678,8191.19229636091,0,93,68,0.0
3141,37,119,5522,3,371190055223,Block Group 3,"Block Group 3, Census Tract 55.22, Mecklenburg County, North Carolina",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,519,1280.0,1aea2b62-b26c-47ab-86ad-b8eb026fb633,5301314.92492676,10710.5732968217,0,0,0,0.0
3142,37,119,3102,1,371190031021,Block Group 1,"Block Group 1, Census Tract 31.02, Mecklenburg County, North Carolina",270800.0,605.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,48,190,114,137,54,12,15,18,0,0,472,1401.0,420ac246-147e-46f5-9ca7-11f194be52fd,26494619.1091919,24770.6300053457,0,506,99,0.0
3143,37,119,5614,3,371190056143,Block Group 3,"Block Group 3, Census Tract 56.14, Mecklenburg County, North Carolina",218000.0,842.0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,81,31,104,264,160,68,0,10,14,0,0,0,159,1535.0,d374cc03-f87a-4f76-9f27-163e27d97fe9,18919296.8409424,24604.1932135026,191,627,24,0.22684085510688837
3144,37,119,5815,2,371190058152,Block Group 2,"Block Group 2, Census Tract 58.15, Mecklenburg County, North Carolina",407100.0,237.0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,71,0,0,6,22,5,92,16,0,9,8,0,129,1153.0,73f4b351-ad57-485d-9958-ff4565a7a709,13338339.6357422,15436.9305958635,79,33,125,0.3333333333333333
3145,37,119,1801,2,371190018012,Block Group 2,"Block Group 2, Census Tract 18.01, Mecklenburg County, North Carolina",170500.0,120.0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,11,44,21,21,10,0,0,0,0,0,0,0,48,1167.0,30ac523b-1ff2-4142-aee0-ef00715136b5,7258220.10968018,16132.9037147898,24,96,0,0.2
3146,37,119,100,1,371190001001,Block Group 1,"Block Group 1, Census Tract 1, Mecklenburg County, North Carolina",397100.0,186.0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,13,35,33,59,0,0,0,0,1068,1702.0,92224ca4-6ef0-4e01-b6df-1b1a3901b616,5336135.2600708,12595.5180649538,18,76,92,0.0967741935483871
3147,37,119,3806,1,371190038061,Block Group 1,"Block Group 1, Census Tract 38.06, Mecklenburg County, North Carolina",136100.0,741.0,0,0,0,0,0,0,0,23,0,0,0,0,113,141,210,51,156,47,0,0,0,0,0,0,0,0,749,1183.0,750cae43-d0d7-423b-8ff3-c4153b0e0b92,22471820.4138184,23275.2173365527,487,254,0,0.6572199730094467
3148,37,119,2800,3,371190028003,Block Group 3,"Block Group 3, Census Tract 28, Mecklenburg County, North Carolina",934100.0,597.0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,37,12,10,29,13,68,146,101,103,56,96,1897.0,000ebc32-4dda-4e83-8caf-83871d7953a2,10613331.3994751,14199.6594152402,22,88,487,0.03685092127303183
3149,37,119,3017,1,371190030171,Block Group 1,"Block Group 1, Census Tract 30.17, Mecklenburg County, North Carolina",374000.0,377.0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,9,64,28,98,85,77,1,0,0,0,83,918.0,d2e1855a-f2fb-4a07-a243-c318430e2581,8807877.27667236,15251.7677023618,15,199,163,0.03978779840848806
3150,37,119,6010,2,371190060102,Block Group 2,"Block Group 2, Census Tract 60.10, Mecklenburg County, North Carolina",132900.0,444.0,0,0,0,9,0,0,0,0,0,36,41,41,0,62,104,79,47,17,0,0,0,0,8,0,0,0,169,1578.0,352519aa-13f5-4d89-a833-c7c402353c58,27230707.5595703,21250.6747262981,293,143,8,0.6599099099099099
