OBJECTID,STATEFP10,COUNTYFP10,TRACTCE10,BLKGRPCE10,GEOID10,NAMELSAD10,geoname,Median_Housing_Value,houses,lessthan10k,a10kto14999,a15kto19999,a20kto24999,a25kto29999,a30kto34999,a35kto39999,a40kto49999,a50kto59999,a60kto69999,a70kto79999,a80kto89999,a90kto99999,a100kto124999,a125kto149999,a150kto174999,a175kto199999,a200kto249999,a250kto299999,a300kto399999,a400kto499999,a500kto749999,a750kto999999,a1Mto1499999,a1500000to1999999,a2MorMore,Units_with_cash_rent,MedianGrossRent,GlobalID,Shape__Area,Shape__Length,Affordable,Middle,HighEnd,Affordability_Index
3151,37,119,1505,1,371190015051,Block Group 1,"Block Group 1, Census Tract 15.05, Mecklenburg County, North Carolina",157600.0,947.0,90,13,85,0,16,0,0,0,0,0,14,0,39,63,95,193,101,137,47,32,0,0,11,0,0,11,317,914.0,0e6482ce-01a7-4ac9-80f3-3db6c8863dad,56541430.4644775,30277.9145046945,415,510,22,0.4382259767687434
3152,37,119,6204,2,371190062042,Block Group 2,"Block Group 2, Census Tract 62.04, Mecklenburg County, North Carolina",647400.0,496.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,19,0,53,83,27,78,88,128,0,0,75,1507.0,7d6ea6d7-4898-42cf-b362-fbdf6ec5de3c,130337253.919617,53560.8631520154,0,175,321,0.0
3153,37,119,5523,3,371190055233,Block Group 3,"Block Group 3, Census Tract 55.23, Mecklenburg County, North Carolina",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,902,1223.0,ff83b566-e487-494b-8774-ca4ffceedb1d,15749260.8823853,17166.6989599283,0,0,0,0.0
3154,37,119,6007,2,371190060072,Block Group 2,"Block Group 2, Census Tract 60.07, Mecklenburg County, North Carolina",212900.0,465.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,106,60,157,49,67,0,0,0,0,0,0,94,1544.0,27947301-c02c-4fcf-9eb3-05463dee362a,30668858.4972534,24690.2402845423,26,439,0,0.05591397849462366
3155,37,119,3300,3,371190033003,Block Group 3,"Block Group 3, Census Tract 33, Mecklenburg County, North Carolina",439600.0,73.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,19,24,6,16,0,0,0,386,1119.0,5e484188-2395-4b20-a0ee-fe0d716b2cf8,5705462.45855713,11894.7420427683,0,27,46,0.0
3156,37,119,6403,1,371190064031,Block Group 1,"Block Group 1, Census Tract 64.03, Mecklenburg County, North Carolina",280600.0,502.0,0,0,0,0,0,0,0,0,0,0,7,0,0,27,30,0,25,66,157,66,53,52,0,10,0,9,297,951.0,bf43c5af-dcbe-4d7d-86e6-3a82148f2082,26731766.3724976,23042.6866809575,64,314,124,0.12749003984063745
3157,37,119,2004,2,371190020042,Block Group 2,"Block Group 2, Census Tract 20.04, Mecklenburg County, North Carolina",361800.0,459.0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,22,0,11,76,174,116,47,0,0,0,0,0,,ce12b5af-f739-46d3-8464-0350ea4ebe33,15202858.1209717,16741.7772369563,13,283,163,0.02832244008714597
3158,37,119,3700,1,371190037001,Block Group 1,"Block Group 1, Census Tract 37, Mecklenburg County, North Carolina",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1076,1420.0,8d11b95e-d89b-4fe9-a97c-d418de63559c,6659656.63726807,10972.5600432188,0,0,0,0.0
3159,37,119,2903,1,371190029031,Block Group 1,"Block Group 1, Census Tract 29.03, Mecklenburg County, North Carolina",884700.0,459.0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,59,20,67,129,126,28,16,19,,6b1ee42b-1cfe-4d48-ab3f-6380a49460d9,14467949.1078491,16041.1287360367,14,59,386,0.030501089324618737
3160,37,119,5837,4,371190058374,Block Group 4,"Block Group 4, Census Tract 58.37, Mecklenburg County, North Carolina",382800.0,624.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,41,53,72,145,16,39,153,79,0,0,234,1453.0,48885fbb-8f66-4b02-9a5a-03f25af21e66,17872325.7153931,18765.6543583243,26,311,287,0.041666666666666664
3161,37,119,5817,1,371190058171,Block Group 1,"Block Group 1, Census Tract 58.17, Mecklenburg County, North Carolina",285600.0,422.0,0,0,0,0,0,0,0,0,0,0,0,11,0,51,25,12,38,42,45,103,56,39,0,0,0,0,88,1391.0,ed1b54ca-655e-4c28-9edc-4e38f4a9f5d2,18475718.0162964,20376.6015167894,87,240,95,0.20616113744075829
3162,37,119,5833,1,371190058331,Block Group 1,"Block Group 1, Census Tract 58.33, Mecklenburg County, North Carolina",328900.0,366.0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,66,135,35,41,11,0,0,0,11,,cf850191-80a4-4ea1-8e6f-a2c7cc30c35c,12332751.6080322,17069.2312281385,11,268,87,0.030054644808743168
3163,37,119,3006,1,371190030061,Block Group 1,"Block Group 1, Census Tract 30.06, Mecklenburg County, North Carolina",506700.0,619.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,21,44,0,63,158,244,59,13,0,0,79,1750.0,08a89fbb-cd28-4407-9487-e675d0dce23c,16761885.4160767,19133.085124833,8,137,474,0.012924071082390954
3164,37,119,1200,1,371190012001,Block Group 1,"Block Group 1, Census Tract 12, Mecklenburg County, North Carolina",263600.0,324.0,0,19,0,0,0,0,0,0,0,0,0,0,14,26,15,18,40,24,22,146,0,0,0,0,0,0,452,1070.0,551e5668-f644-4daf-ab7b-ed82f1e16259,13900013.2080078,23107.9226654763,74,250,0,0.22839506172839505
3165,37,119,3103,1,371190031031,Block Group 1,"Block Group 1, Census Tract 31.03, Mecklenburg County, North Carolina",228600.0,481.0,0,0,0,0,0,0,0,22,0,0,0,13,0,16,54,80,12,76,37,63,78,30,0,0,0,0,454,1414.0,7086e1d5-e718-4080-9c54-f93ab53609c9,12536437.8546143,18172.118238972,105,268,108,0.2182952182952183
3166,37,119,6204,1,371190062041,Block Group 1,"Block Group 1, Census Tract 62.04, Mecklenburg County, North Carolina",757500.0,751.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,101,45,43,158,151,41,146,42,68,1399.0,86fb7454-d323-4c37-8558-71938279ca3c,107832231.701721,46853.0442205361,0,170,581,0.0
3167,37,119,6108,2,371190061082,Block Group 2,"Block Group 2, Census Tract 61.08, Mecklenburg County, North Carolina",145500.0,451.0,0,0,7,0,20,0,0,0,0,0,11,24,20,109,42,87,107,24,0,0,0,0,0,0,0,0,289,1360.0,e344d1b2-00c3-468e-bc94-3099fc7a7dd8,42777177.7832031,38032.4192316114,233,218,0,0.516629711751663
3168,37,119,1603,1,371190016031,Block Group 1,"Block Group 1, Census Tract 16.03, Mecklenburg County, North Carolina",197300.0,307.0,9,0,0,0,0,0,0,0,0,0,0,0,16,50,51,7,23,115,20,8,8,0,0,0,0,0,775,854.0,4e060d31-b821-4ed1-b463-3cbf0027366e,13510340.2340088,20493.2109543527,126,173,8,0.41042345276872966
3169,37,119,600,2,371190006002,Block Group 2,"Block Group 2, Census Tract 6, Mecklenburg County, North Carolina",350000.0,49.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,29,10,0,0,0,0,0,1058,1294.0,871256a0-08ff-44c2-a059-0c48b22cac28,7619938.9208374,17053.7411859049,0,39,10,0.0
3170,37,119,1915,2,371190019152,Block Group 2,"Block Group 2, Census Tract 19.15, Mecklenburg County, North Carolina",128200.0,221.0,22,0,0,0,0,0,0,0,0,0,38,12,13,21,35,11,7,0,31,0,31,0,0,0,0,0,1203,904.0,dc120f6b-c7d8-443b-b383-bfdb32096c73,12675944.0976563,15685.1671037047,141,49,31,0.6380090497737556
3171,37,119,3500,2,371190035002,Block Group 2,"Block Group 2, Census Tract 35, Mecklenburg County, North Carolina",765000.0,443.0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,16,0,0,10,0,8,20,141,142,55,27,6,155,948.0,2432b664-5e50-4cda-bf1e-44f3b9916be4,9109046.78790283,13949.7384013539,34,18,391,0.07674943566591422
3172,37,119,5712,2,371190057122,Block Group 2,"Block Group 2, Census Tract 57.12, Mecklenburg County, North Carolina",235200.0,533.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,105,73,110,141,30,37,13,0,13,0,0,32,1700.0,8e3eb282-ad1a-4573-abf2-7ec86d1d953f,43045848.5790405,37500.2534238955,11,459,63,0.020637898686679174
3173,37,119,2905,1,371190029051,Block Group 1,"Block Group 1, Census Tract 29.05, Mecklenburg County, North Carolina",1078900.0,654.0,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,18,11,40,57,130,176,108,85,17,,f3352042-54b9-43b3-9d0b-1509cc579a95,22313643.2077637,21999.764973053,19,39,596,0.0290519877675841
3174,37,119,5825,1,371190058251,Block Group 1,"Block Group 1, Census Tract 58.25, Mecklenburg County, North Carolina",223400.0,489.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,9,129,168,111,44,0,0,0,0,0,0,1128,1223.0,e7093377-138d-4850-b3f8-f5be63afc00e,28386663.3942871,34802.7433724015,28,461,0,0.05725971370143149
3175,37,119,2600,1,371190026001,Block Group 1,"Block Group 1, Census Tract 26, Mecklenburg County, North Carolina",419200.0,205.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,28,11,36,13,29,33,9,5,16,372,1191.0,60134dba-c27c-4ab9-8066-43c46d9e59a7,7582502.49078369,11583.3772299826,0,100,105,0.0
3176,37,119,3007,1,371190030071,Block Group 1,"Block Group 1, Census Tract 30.07, Mecklenburg County, North Carolina",746200.0,305.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,98,114,37,0,0,0,,b8a9ec2e-0e8e-417e-8f29-4819de3edae6,13348626.0202637,15564.7795537725,0,0,305,0.0
3177,37,119,3903,2,371190039032,Block Group 2,"Block Group 2, Census Tract 39.03, Mecklenburg County, North Carolina",90600.0,38.0,0,0,0,6,0,0,0,0,0,0,3,9,17,0,0,3,0,0,0,0,0,0,0,0,0,0,430,693.0,004d515e-7403-4e91-9188-8e66154ffafb,28513762.118042,30383.9033216167,35,3,0,0.9210526315789473
3178,37,119,5513,3,371190055133,Block Group 3,"Block Group 3, Census Tract 55.13, Mecklenburg County, North Carolina",220600.0,319.0,15,0,0,0,0,0,0,0,0,0,0,9,0,0,9,9,64,130,64,19,0,0,0,0,0,0,26,,9b8cee0d-572e-4189-a3ad-bc514e214ba3,10750020.4960327,14437.9375729633,33,286,0,0.10344827586206896
3179,37,119,6213,2,371190062132,Block Group 2,"Block Group 2, Census Tract 62.13, Mecklenburg County, North Carolina",226500.0,944.0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,72,87,156,274,111,193,39,0,0,0,0,0,53,1424.0,5bcf4af9-afb9-4ba3-a32a-7354c5051485,53121155.34552,36380.550818358,84,821,39,0.08898305084745763
3180,37,119,1802,1,371190018021,Block Group 1,"Block Group 1, Census Tract 18.02, Mecklenburg County, North Carolina",169400.0,358.0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,88,98,98,35,15,9,0,0,0,0,0,0,397,1025.0,2bce1979-768f-42af-8108-2859da79dd00,11614440.2965088,19083.6578151145,103,255,0,0.2877094972067039
3181,37,119,4000,3,371190040003,Block Group 3,"Block Group 3, Census Tract 40, Mecklenburg County, North Carolina",114500.0,232.0,0,0,0,0,0,0,0,0,0,8,0,30,41,64,23,39,27,0,0,0,0,0,0,0,0,0,271,806.0,51780ee7-b4fb-4888-b092-831e32537458,12184565.9448242,16104.0846292508,166,66,0,0.7155172413793104
3182,37,119,3012,1,371190030121,Block Group 1,"Block Group 1, Census Tract 30.12, Mecklenburg County, North Carolina",873900.0,389.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,30,25,41,22,116,46,29,61,227,3388.0,7e25728b-ee33-4042-aa08-cfd6451bb42f,31926109.1030884,27426.5887312757,0,74,315,0.0
3183,37,119,4800,1,371190048001,Block Group 1,"Block Group 1, Census Tract 48, Mecklenburg County, North Carolina",86400.0,118.0,0,0,0,0,0,0,0,0,11,12,27,14,19,18,6,11,0,0,0,0,0,0,0,0,0,0,450,681.0,472e5c0b-98cf-4899-a2e6-aed8072c423d,11121254.3890381,14206.4403812131,107,11,0,0.9067796610169492
3184,37,119,1504,3,371190015043,Block Group 3,"Block Group 3, Census Tract 15.04, Mecklenburg County, North Carolina",96100.0,300.0,0,0,0,0,0,0,0,55,0,0,14,0,132,28,39,17,0,0,0,0,0,15,0,0,0,0,391,945.0,afd39414-2a3c-4bea-b834-6a40b7fabbd1,10014735.555481,16026.5900255731,268,17,15,0.8933333333333333
3185,37,119,1509,2,371190015092,Block Group 2,"Block Group 2, Census Tract 15.09, Mecklenburg County, North Carolina",101300.0,340.0,40,10,11,0,0,0,0,0,8,0,7,66,23,98,32,15,0,25,0,0,0,5,0,0,0,0,421,910.0,096a15df-07ea-4f5a-a22b-2f01503ac8c8,31592959.4147949,40530.5952344579,295,40,5,0.8676470588235294
3186,37,119,5613,1,371190056131,Block Group 1,"Block Group 1, Census Tract 56.13, Mecklenburg County, North Carolina",231900.0,778.0,10,0,0,0,0,0,0,0,22,0,0,0,0,0,29,72,60,307,154,87,18,0,19,0,0,0,395,1123.0,f6dc771c-ba67-47e0-bb80-a96b33bc949e,61598404.1298828,40723.1632115245,61,680,37,0.07840616966580977
3187,37,119,4303,1,371190043031,Block Group 1,"Block Group 1, Census Tract 43.03, Mecklenburg County, North Carolina",124300.0,715.0,6,0,0,0,0,0,0,0,5,0,40,26,130,155,122,78,83,31,34,0,5,0,0,0,0,0,309,1012.0,682b66b0-712d-41b4-8dd2-8085e7a940b5,45952486.7979126,37691.7310172356,484,226,5,0.676923076923077
3188,37,119,700,1,371190007001,Block Group 1,"Block Group 1, Census Tract 7, Mecklenburg County, North Carolina",168600.0,209.0,0,0,0,0,0,0,0,0,20,6,13,0,11,15,0,53,5,45,19,17,5,0,0,0,0,0,320,1367.0,77b4ab3a-85e6-4479-aaca-074b290ce347,13685137.0819092,23242.2706545677,65,139,5,0.31100478468899523
3189,37,119,5619,1,371190056191,Block Group 1,"Block Group 1, Census Tract 56.19, Mecklenburg County, North Carolina",149600.0,624.0,23,0,0,0,0,0,0,0,14,0,0,0,0,166,111,164,65,72,0,9,0,0,0,0,0,0,244,1326.0,6aba6963-ecc3-4a77-84c9-8bb95fa9d575,31148984.3805542,34926.4362251786,314,310,0,0.5032051282051282
3190,37,119,3700,2,371190037002,Block Group 2,"Block Group 2, Census Tract 37, Mecklenburg County, North Carolina",107000.0,76.0,0,0,0,0,0,0,0,0,12,7,0,0,0,24,0,0,0,0,0,11,22,0,0,0,0,0,853,970.0,1a8cae3c-2c6b-4663-9825-45cc59ad7695,20765371.0864258,19803.2219913181,43,11,22,0.5657894736842105
3191,37,119,2002,2,371190020022,Block Group 2,"Block Group 2, Census Tract 20.02, Mecklenburg County, North Carolina",490600.0,560.0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,14,26,94,138,198,69,0,0,0,37,,c45f02e5-ca8c-44d1-9862-29e8dac4a9e9,21878625.8092041,21624.9033492952,21,134,405,0.0375
3192,37,119,5846,1,371190058461,Block Group 1,"Block Group 1, Census Tract 58.46, Mecklenburg County, North Carolina",534800.0,564.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,8,24,118,82,237,58,20,0,0,0,,21190b1d-00ca-402f-b61b-8796081b2880,20233238.7433472,24039.8148836128,17,150,397,0.030141843971631204
3193,37,119,2800,2,371190028002,Block Group 2,"Block Group 2, Census Tract 28, Mecklenburg County, North Carolina",1132900.0,346.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,19,64,174,44,22,52,,205ffb34-d670-4efa-bc6a-42ecb28c3319,9356399.30566406,14519.2296081605,0,23,323,0.0
3194,37,119,5617,1,371190056171,Block Group 1,"Block Group 1, Census Tract 56.17, Mecklenburg County, North Carolina",147500.0,630.0,0,15,0,2,5,0,0,0,0,0,0,0,32,99,180,118,58,59,59,0,3,0,0,0,0,0,94,1250.0,4ab14b9b-deee-4657-9ae4-8519f6a5f491,30371262.8453369,32745.1113391389,333,294,3,0.5285714285714286
3195,37,119,5836,2,371190058362,Block Group 2,"Block Group 2, Census Tract 58.36, Mecklenburg County, North Carolina",279900.0,359.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,13,117,61,143,12,0,0,0,0,0,67,1958.0,968af7df-2671-441d-a9d4-b1eeb6c16a26,12020059.4695435,17518.8360433939,6,341,12,0.016713091922005572
3196,37,119,6212,1,371190062121,Block Group 1,"Block Group 1, Census Tract 62.12, Mecklenburg County, North Carolina",244700.0,472.0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,28,37,111,57,60,100,40,15,15,0,0,0,288,1521.0,ab38c369-fec9-482c-84a1-dc7890f90eed,29869665.5448608,25289.2515384481,37,365,70,0.07838983050847458
3197,37,119,1100,1,371190011001,Block Group 1,"Block Group 1, Census Tract 11, Mecklenburg County, North Carolina",331700.0,199.0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,21,0,6,29,109,16,9,0,0,0,0,488,1254.0,aa53455c-f8aa-465d-9d1c-731d642eb90c,10474327.5304565,16255.4065660754,9,165,25,0.04522613065326633
3198,37,119,5836,1,371190058361,Block Group 1,"Block Group 1, Census Tract 58.36, Mecklenburg County, North Carolina",176200.0,665.0,0,0,15,0,0,28,0,0,0,49,0,7,0,33,28,168,95,155,77,10,0,0,0,0,0,0,127,1688.0,8a4eaa56-3cd7-4e0f-9eab-72f193a2db01,16509927.9834595,19297.5175030244,160,505,0,0.24060150375939848
3199,37,119,5915,1,371190059151,Block Group 1,"Block Group 1, Census Tract 59.15, Mecklenburg County, North Carolina",221200.0,167.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,38,93,22,0,0,0,0,8,0,0,1056,1283.0,090d7b56-c6c4-4a02-b682-6eae070439b1,11758974.3925171,14281.2218591714,0,159,8,0.0
3200,37,119,6406,3,371190064063,Block Group 3,"Block Group 3, Census Tract 64.06, Mecklenburg County, North Carolina",204100.0,1005.0,0,17,0,0,0,0,0,0,0,0,0,0,0,50,75,196,155,117,215,173,0,0,7,0,0,0,359,1600.0,dad3fb86-e9e0-4796-bd27-fe2a0ca05b01,25059288.2252197,22266.0113994086,142,856,7,0.14129353233830846
3201,37,119,5825,2,371190058252,Block Group 2,"Block Group 2, Census Tract 58.25, Mecklenburg County, North Carolina",154900.0,311.0,0,0,0,0,0,0,0,0,0,0,0,0,29,63,55,43,28,48,29,0,0,16,0,0,0,0,356,906.0,9a9d1c8f-85cf-4af0-9823-df1af1b19722,31851602.1791992,33351.4418664898,147,148,16,0.47266881028938906
3202,37,119,1504,2,371190015042,Block Group 2,"Block Group 2, Census Tract 15.04, Mecklenburg County, North Carolina",143600.0,353.0,0,0,0,0,0,0,0,0,0,16,0,0,31,73,76,88,27,16,11,0,15,0,0,0,0,0,180,1125.0,286d47fd-6209-4604-846d-a9dec22d31f3,12707649.2044678,15665.0663831711,196,142,15,0.5552407932011332
3203,37,119,5523,1,371190055231,Block Group 1,"Block Group 1, Census Tract 55.23, Mecklenburg County, North Carolina",,89.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,543,1190.0,fa08d250-1a6a-4c34-a624-d95135889cbc,61786235.8898315,32495.8727247671,0,89,0,0.0
3204,37,119,3600,3,371190036003,Block Group 3,"Block Group 3, Census Tract 36, Mecklenburg County, North Carolina",90800.0,122.0,11,0,0,6,0,0,0,0,0,11,21,0,27,0,0,0,0,0,10,10,0,18,8,0,0,0,228,1003.0,903b0745-a057-4446-839e-aa0b0ac2a11e,6618132.88708496,13364.8399081539,76,20,26,0.6229508196721312
3205,37,119,4000,2,371190040002,Block Group 2,"Block Group 2, Census Tract 40, Mecklenburg County, North Carolina",78500.0,88.0,0,11,0,0,0,0,0,0,0,0,39,0,0,14,7,12,0,0,0,0,0,5,0,0,0,0,237,858.0,65963ed1-de5b-4f88-b3c0-6be7f1d48668,10917135.3747559,16604.7181213803,71,12,5,0.8068181818181818
3206,37,119,5618,1,371190056181,Block Group 1,"Block Group 1, Census Tract 56.18, Mecklenburg County, North Carolina",286700.0,629.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,73,14,105,163,202,54,7,8,0,0,0,18,,a0f7f411-7801-495a-8e55-c97bcd6e0608,59761966.8395386,30890.0816061356,3,557,69,0.0047694753577106515
3207,37,119,1702,2,371190017022,Block Group 2,"Block Group 2, Census Tract 17.02, Mecklenburg County, North Carolina",171200.0,153.0,0,0,0,0,0,0,0,0,0,0,9,10,0,0,10,56,0,36,0,10,22,0,0,0,0,0,213,1032.0,a1db962c-c7a0-4cc9-84b1-ca017e0de806,4553616.2387085,8622.8329711978,29,102,22,0.1895424836601307
3208,37,119,1919,1,371190019191,Block Group 1,"Block Group 1, Census Tract 19.19, Mecklenburg County, North Carolina",74400.0,119.0,0,0,0,18,0,0,0,15,16,0,24,10,0,0,12,0,18,6,0,0,0,0,0,0,0,0,426,799.0,ea34d957-27a4-4e58-8f77-5dd58d1eea83,7302320.41204834,13099.6634580413,95,24,0,0.7983193277310925
3209,37,119,1609,1,371190016091,Block Group 1,"Block Group 1, Census Tract 16.09, Mecklenburg County, North Carolina",154500.0,70.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,23,33,0,8,0,0,0,0,0,0,0,0,256,831.0,bb58fe5a-c410-4823-a332-c0aecf2fb076,8008858.59277344,12012.4125775606,29,41,0,0.4142857142857143
3210,37,119,6109,1,371190061091,Block Group 1,"Block Group 1, Census Tract 61.09, Mecklenburg County, North Carolina",143700.0,713.0,8,0,0,11,0,0,0,23,5,27,58,16,49,90,93,41,56,9,110,91,0,17,9,0,0,0,509,946.0,b2f19615-32ce-43ee-a5ee-8dd3df244cc8,61570073.49823,32146.339093502,380,307,26,0.5329593267882188
3211,37,119,5306,2,371190053062,Block Group 2,"Block Group 2, Census Tract 53.06, Mecklenburg County, North Carolina",68300.0,292.0,14,58,0,0,0,12,0,0,29,40,27,22,5,43,12,17,13,0,0,0,0,0,0,0,0,0,331,761.0,8ab15fce-6ecf-4e10-9b23-f62db8f25b4b,29327929.0296021,26446.0607797296,262,30,0,0.8972602739726028
3212,37,119,3015,2,371190030152,Block Group 2,"Block Group 2, Census Tract 30.15, Mecklenburg County, North Carolina",352400.0,659.0,0,0,8,10,0,0,0,0,0,0,0,0,0,0,8,10,19,144,64,127,224,37,0,8,0,0,130,1600.0,4b5d1452-6d39-4ac8-a8eb-e6633267539f,22758901.2125244,23441.648171242,26,364,269,0.03945371775417299
3213,37,119,5845,1,371190058451,Block Group 1,"Block Group 1, Census Tract 58.45, Mecklenburg County, North Carolina",288500.0,469.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,41,101,111,150,59,0,0,0,0,0,32,,6fa1ba34-dc33-4cc7-b61b-b9bb73b89cad,10716376.6536865,19145.7055059459,0,410,59,0.0
3214,37,119,6304,2,371190063042,Block Group 2,"Block Group 2, Census Tract 63.04, Mecklenburg County, North Carolina",362300.0,1155.0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,18,28,49,54,121,468,319,70,12,0,0,0,68,2289.0,78277706-263d-4cd0-b470-d97fa4c10bbf,51620103.7279663,31012.4324561304,34,720,401,0.02943722943722944
3215,37,119,3102,3,371190031023,Block Group 3,"Block Group 3, Census Tract 31.02, Mecklenburg County, North Carolina",,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,15,0,0,0,0,0,0,674,870.0,85e8f6b7-df2d-4bf1-aa4d-b67699ece2c8,6612752.67474365,12599.6243629184,0,27,0,0.0
3216,37,119,6210,2,371190062102,Block Group 2,"Block Group 2, Census Tract 62.10, Mecklenburg County, North Carolina",349400.0,569.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,64,111,159,158,46,0,0,0,0,56,1233.0,328fae77-9d8a-40a8-aeed-42ff8bd04b24,31750540.5882568,26048.4108877388,0,365,204,0.0
3217,37,119,5307,1,371190053071,Block Group 1,"Block Group 1, Census Tract 53.07, Mecklenburg County, North Carolina",126300.0,107.0,0,0,0,0,0,0,0,0,0,0,0,0,35,17,28,27,0,0,0,0,0,0,0,0,0,0,1051,910.0,6fb3c155-2e3f-4dd8-9d63-c3713ae2ae28,6475322.70593262,13593.7645433567,80,27,0,0.7476635514018691
3218,37,119,1912,3,371190019123,Block Group 3,"Block Group 3, Census Tract 19.12, Mecklenburg County, North Carolina",131400.0,93.0,0,0,0,0,0,0,0,0,17,0,0,0,10,11,33,13,9,0,0,0,0,0,0,0,0,0,68,1080.0,72cef719-3055-4800-bb6b-9200387f4488,6710923.05206299,10853.0928002823,71,22,0,0.7634408602150538
3219,37,119,5711,2,371190057112,Block Group 2,"Block Group 2, Census Tract 57.11, Mecklenburg County, North Carolina",275700.0,695.0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,13,49,183,178,167,77,17,0,0,0,0,266,,8ff62d4b-fdd1-4c6f-8f15-46f5717d6713,60923696.1077881,38957.7611676484,11,590,94,0.015827338129496403
3220,37,119,1914,2,371190019142,Block Group 2,"Block Group 2, Census Tract 19.14, Mecklenburg County, North Carolina",204600.0,470.0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,41,119,47,195,39,14,5,0,0,0,0,0,114,1372.0,966a1a73-d6f8-4bcf-8793-f1e2b01b1be3,17282979.8256226,19813.7659883349,51,414,5,0.10851063829787234
3221,37,119,3103,3,371190031033,Block Group 3,"Block Group 3, Census Tract 31.03, Mecklenburg County, North Carolina",281700.0,220.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,63,22,43,0,22,0,0,0,64,1295.0,d3d7e7af-d9f0-4160-824c-a067c253e189,8215990.050354,12336.2509104137,0,155,65,0.0
3222,37,119,5714,2,371190057142,Block Group 2,"Block Group 2, Census Tract 57.14, Mecklenburg County, North Carolina",327600.0,476.0,0,0,0,0,0,0,0,0,0,0,0,0,18,28,0,47,6,6,79,196,36,53,0,7,0,0,126,1083.0,d7fe06ab-cb42-45be-bc02-0b17f6b7931e,98656204.1257324,53046.9423214266,46,334,96,0.09663865546218488
3223,37,119,3902,4,371190039024,Block Group 4,"Block Group 4, Census Tract 39.02, Mecklenburg County, North Carolina",113200.0,208.0,0,0,0,0,0,0,0,0,0,0,0,30,65,17,51,45,0,0,0,0,0,0,0,0,0,0,315,758.0,e8580e53-e823-4e23-bae4-35a8ce600104,21357824.2020264,20935.7735386996,163,45,0,0.7836538461538461
3224,37,119,5516,1,371190055161,Block Group 1,"Block Group 1, Census Tract 55.16, Mecklenburg County, North Carolina",279100.0,501.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,30,119,123,130,69,0,0,0,0,0,135,1738.0,b40010e0-8e57-49c2-9564-ee0c82050cbd,13187600.9967651,18648.2239793563,5,427,69,0.00998003992015968
3225,37,119,2702,2,371190027022,Block Group 2,"Block Group 2, Census Tract 27.02, Mecklenburg County, North Carolina",817900.0,713.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,26,20,0,10,30,166,230,116,73,0,270,1676.0,5ed27721-923e-4094-8dda-5b59603fafb1,11769983.265564,14972.9160258914,0,98,615,0.0
